shopify_id,handle,title,vendor,current_type,suggested_type,confidence,validation_status,reasoning,alternative_types,tags,collections
gid://shopify/Product/10081071169828,worlds-best-hoof-oil-1l,Worlds Best Hoof Oil 1L,Shire Saddleworld,(No Product Type),"Coat, Hoof & Grooming",95,claude-validated,"Dual AI validation - OpenAI (90%) + Claude (95%) agree: The product title 'Worlds Best Hoof Oil 1L' explicitly identifies this as a hoof care product. The classification 'Coat, Hoof & Grooming' is the most appropriate match from the valid product types list, as it directly encompasses hoof care products. While 'Coat and Hoof care' is also available in the list, 'Coat, Hoof & Grooming' is more comprehensive and appropriate. The vendor 'Shire Saddleworld' confirms this is an equestrian product. The confidence is very high due to the clear product identification.",,,globo_basis_collection; shire-saddleworld
gid://shopify/Product/10081071202596,ariat-postcard-tee,ARIAT POSTCARD TEE,Shire Saddleworld,(No Product Type),CLOTHING: Casual Clothing Ladies,90,claude-validated,"Claude override (higher confidence): While 'Clothing - Ladies Clothing' is a valid type and reasonable classification, the more specific type 'CLOTHING: Casual Clothing Ladies' is a better match. The product is an 'ARIAT POSTCARD TEE' which is clearly a casual t-shirt. The valid types list includes a more granular classification system with 'CLOTHING: Casual Clothing Ladies' that better describes this casual apparel item for women. This follows the pattern where casual wear items should use the CLOTHING: prefix categories rather than the generic 'Clothing -' categories.. OpenAI suggested: Clothing - Ladies Clothing",Clothing - Ladies Clothing,,globo_basis_collection; shire-saddleworld
gid://shopify/Product/10081071300900,stethoscope-1,Stethoscope,Shire Saddleworld,(No Product Type),Care Products,75,needs-review,"AIs disagree - needs review. OpenAI (60%): The title 'Stethoscope' does not directly match any specific equestrian or pet product type. It is typically a medical instrument, which is not listed in the valid product types. Given the vendor 'Shire Saddleworld', which specializes in equestrian products, it might be an accessory or part of a medical kit for horses, but this is speculative.. Claude (75%): A stethoscope from an equestrian vendor like Shire Saddleworld is most likely a veterinary/horse health monitoring tool used for checking heart rate, breathing, and gut sounds in horses. This is a care/health product rather than luggage. 'Care Products' is the most appropriate classification as it encompasses health monitoring and care tools for horses. Alternative considerations could be 'Coat, Hoof & Grooming' or general 'Care', but 'Care Products' best fits a medical monitoring instrument used in horse health management.",Accessories - Luggage; Care Products,,globo_basis_collection; shire-saddleworld
gid://shopify/Product/10081071366436,mens-booker-ultra-square-toe,MEN'S BOOKER ULTRA SQUARE TOE,Shire Saddleworld,(No Product Type),Boots,95,claude-validated,"Dual AI validation - OpenAI (85%) + Claude (95%) agree: The product title 'MEN'S BOOKER ULTRA SQUARE TOE' clearly indicates footwear with 'square toe' being a distinctive boot style descriptor. The vendor 'Shire Saddleworld' specializes in equestrian products, and boots are essential riding footwear. 'Boots' is present in the valid product types list and is the most appropriate classification. The high confidence is justified by the clear product naming convention and vendor context.",,,globo_basis_collection; shire-saddleworld
gid://shopify/Product/10081071464740,ariat-western-wear-tee,ARIAT WESTERN WEAR TEE,Shire Saddleworld,(No Product Type),CLOTHING: Casual Clothing Ladies,85,claude-validated,"OpenAI override (higher confidence): The title 'ARIAT WESTERN WEAR TEE' suggests a casual clothing item, specifically a t-shirt, which is typically categorized under casual clothing. The brand 'ARIAT' is known for equestrian and western wear, and 'TEE' indicates a t-shirt, which is a common casual clothing item for ladies.. Claude suggested: Apparel - Ladies",Apparel - Ladies,,globo_basis_collection; shire-saddleworld
gid://shopify/Product/10081071497508,mens-turbo-chelsea-waterproof,MEN'S TURBO CHELSEA WATERPROOF,Shire Saddleworld,(No Product Type),Boots,95,claude-validated,"Dual AI validation - OpenAI (85%) + Claude (95%) agree: The classification 'Boots' is correct. The product title 'MEN'S TURBO CHELSEA WATERPROOF' clearly indicates this is a Chelsea-style boot. 'Boots' appears in the valid product types list and is the most appropriate category. The vendor Shire Saddleworld specializes in equestrian products where boots are common. The waterproof feature is typical for riding or outdoor boots. While 'Boots - Boot Accessories' exists as a type, this is clearly the boot itself, not an accessory. The original classification is accurate.",,,globo_basis_collection; shire-saddleworld
gid://shopify/Product/10081071563044,womens-fatbaby-heritage-lilah-western-boot,WOMEN'S FATBABY HERITAGE LILAH WESTERN BOOT,Shire Saddleworld,(No Product Type),Boots,95,claude-validated,"Dual AI validation - OpenAI (90%) + Claude (95%) agree: The product title 'WOMEN'S FATBABY HERITAGE LILAH WESTERN BOOT' clearly identifies this as a boot product. The word 'BOOT' is explicitly stated in the title, and 'Boots' is present in the valid product types list. The classification is accurate and appropriate. The confidence is slightly higher than the previous classification (95% vs 90%) because the evidence is unambiguous - this is definitively a boot product with no competing categories that would be more suitable.",,,globo_basis_collection; shire-saddleworld
gid://shopify/Product/10081071661348,womens-fatbaby-western-boot,WOMEN'S FATBABY WESTERN BOOT,Shire Saddleworld,(No Product Type),Boots,95,claude-validated,"Dual AI validation - OpenAI (90%) + Claude (95%) agree: The product title 'WOMEN'S FATBABY WESTERN BOOT' explicitly identifies this as a boot. The term 'Fatbaby' is a well-known Ariat boot style, and 'Western Boot' clearly indicates the boot category. The classification 'Boots' is correct and matches the available valid product types list. The confidence is very high given the unambiguous product title.",,,globo_basis_collection; shire-saddleworld
gid://shopify/Product/10081071726884,mens-single-piece-belt,MEN'S SINGLE PIECE BELT,Shire Saddleworld,(No Product Type),Belt,95,claude-validated,"Dual AI validation - OpenAI (95%) + Claude (95%) agree: The title 'MEN'S SINGLE PIECE BELT' explicitly and unambiguously identifies this as a belt product. The product type 'Belt' is available in the valid types list and is the most appropriate classification. While there are other belt-related categories like 'Belts', 'CLOTHING: Belts', and 'Belts & Bracelets', the singular 'Belt' matches the previous classification and is perfectly suitable for this men's belt product. The vendor 'Shire Saddleworld' suggests this is likely an equestrian/riding belt, but this doesn't change the fundamental product type classification.",,,globo_basis_collection; shire-saddleworld
gid://shopify/Product/10081071825188,saddle-fit-and-adjustment,Saddle Fit and Adjustment,Shire Saddleworld,(No Product Type),Books,90,claude-validated,"Dual AI validation - OpenAI (85%) + Claude (90%) agree: The title 'Saddle Fit and Adjustment' strongly indicates an instructional or educational product about saddle fitting techniques. Given the vendor 'Shire Saddleworld' and the context, this is most likely a book or guide. The valid product types list includes 'Book', 'Books', and 'Books & Magazines' as options, making 'Books' the most appropriate classification. While there's no explicit confirmation in the title that it's a book, the educational nature of the title combined with the equestrian specialty vendor makes this classification highly probable. I've increased confidence to 90% as the classification aligns well with available product types and context.",,,globo_basis_collection; shire-saddleworld
gid://shopify/Product/10081071890724,cathedral-rock-copper-cuff-bracelet,CATHEDRAL ROCK COPPER CUFF BRACELET,Shire Saddleworld,(No Product Type),Cuff,95,claude-validated,"Dual AI validation - OpenAI (90%) + Claude (95%) agree: The product title explicitly states 'CUFF BRACELET', which directly corresponds to the 'Cuff' product type in the valid list. While 'Bracelet' is also available as a valid type, 'Cuff' is more specific and accurate for this type of bracelet. The classification is correct and well-justified.",,,globo_basis_collection; shire-saddleworld
gid://shopify/Product/10081071989028,horze-dea-jr-riding-tights,Horze Dea JR Riding Tights,Shire Saddleworld,(No Product Type),Active Tights,95,claude-validated,"Dual AI validation - OpenAI (90%) + Claude (95%) agree: The product title 'Horze Dea JR Riding Tights' explicitly identifies this as riding tights. While there is also a broader category 'Breeches & Riding Tights' available in the valid types list, 'Active Tights' is the most specific and appropriate classification for this product. The term 'tights' in the title directly matches 'Active Tights' category, and riding tights are indeed a form of active wear designed for equestrian activities. The classification is correct and specific.",,,globo_basis_collection; shire-saddleworld
gid://shopify/Product/10081072021796,canvas-poultice-boot,Canvas Poultice Boot,Shire Saddleworld,(No Product Type),Cold Water/Ice Boots,85,claude-validated,"OpenAI override (higher confidence): The term 'Poultice Boot' suggests a boot used for therapeutic or recovery purposes, which aligns with 'Cold Water/Ice Boots'. However, 'Canvas' could imply a material aspect, not a specific type, so the match is based on the function of the boot.. Claude suggested: Boots - Boot Accessories",Boots - Boot Accessories,,globo_basis_collection; shire-saddleworld
gid://shopify/Product/10081072054564,windsucking-collar,Windsucking Collar,Shire Saddleworld,(No Product Type),Bridle Accessories,90,claude-validated,"Claude override (higher confidence): A windsucking collar is a specific piece of equipment that attaches around a horse's throat/neck area to prevent the behavioral vice of windsucking (cribbing). While it could broadly fall under 'Horse Accessories', the valid product types list does not include this category. The most appropriate classification from the available options is 'Bridle Accessories' as windsucking collars are worn on the head/neck area similar to bridle components and serve as a functional accessory to horse tack. Alternative considerations could be 'Clothing Accessories' but 'Bridle Accessories' is more specific and accurate for equestrian equipment.. OpenAI suggested: Horse Accessories",Horse Accessories,,globo_basis_collection; shire-saddleworld
gid://shopify/Product/10081072087332,eureka-flexi-bucket-16l,Eureka Flexi Bucket 16L,Shire Saddleworld,(No Product Type),Bags,75,needs-review,"AIs disagree - needs review. OpenAI (75%): The term 'Flexi Bucket' suggests a flexible container, which could be used for carrying items, aligning with the 'Bags' category. However, without more context, it's uncertain if this is the most specific type.. Claude (70%): A 16L Flexi Bucket from Shire Saddleworld is most likely a flexible rubber/silicone bucket used for horse care, stable work, or potentially pet care. While it is technically a container, classifying it as 'Bags' is misleading since bags are typically soft carriers for personal items. The vendor 'Shire Saddleworld' suggests equestrian/animal care products. Given the available types, 'Dog Accessories' is the closest match as it would cover pet care containers and equipment. However, the ideal classification would be something like 'Stable Equipment' or 'Horse Care Accessories' which aren't available in the list. The confidence is moderate because this is a compromise classification - the bucket is likely for equestrian use but no appropriate equestrian equipment category exists in the provided list.",Bags; Dog Accessories,,globo_basis_collection; shire-saddleworld
gid://shopify/Product/10081072120100,play-ball,Play Ball,Shire Saddleworld,(No Product Type),Dog Toys,75,needs-review,"AIs disagree - needs review. OpenAI (75%): The title 'Play Ball' suggests a toy that is likely used for play, which is common for dogs. Without additional context, 'Dog Toys' is a reasonable classification. The vendor 'Shire Saddleworld' does not provide specific clues to alter this classification.. Claude (65%): While 'Play Ball' could be a dog toy, the vendor 'Shire Saddleworld' is primarily an equestrian and pet supply retailer. Given that 'Bird Toys' is in the valid product types list and 'Play Ball' is a generic enough name that could apply to bird toys (many birds play with balls), and considering the previous classification had only 75% confidence, 'Bird Toys' is a plausible alternative. However, without more product details like description or images, this remains uncertain. The product could also potentially be equestrian-related, but there's no specific equestrian toy category in the valid types list. The confidence is moderate because the product name is ambiguous and could legitimately fit multiple categories.",Dog Toys; Bird Toys,,globo_basis_collection; shire-saddleworld
gid://shopify/Product/10081072152868,electronic-digital-thermometer,Electronic Digital Thermometer,Shire Saddleworld,(No Product Type),Care Products,85,claude-validated,"Dual AI validation - OpenAI (75%) + Claude (85%) agree: The classification of 'Care Products' is appropriate for an Electronic Digital Thermometer. Given the vendor is Shire Saddleworld (an equestrian/animal care supplier), this thermometer is clearly intended for monitoring animal health, particularly horses. 'Care Products' is present in the valid product types list and is the most suitable category for health monitoring equipment. The confidence is increased to 85% because thermometers are definitively care/health products, and there are no more specific health monitoring categories available in the valid types list that would be more appropriate.",,,globo_basis_collection; shire-saddleworld
gid://shopify/Product/10081072185636,blue-ribbon-conditioner-1l,Blue Ribbon Conditioner 1L,Shire Saddleworld,(No Product Type),Coat Care,90,claude-validated,"Dual AI validation - OpenAI (85%) + Claude (90%) agree: The product 'Blue Ribbon Conditioner 1L' is clearly a conditioning product from an equestrian vendor (Shire Saddleworld). Conditioners in the equestrian context are primarily used for coat care - conditioning horse coats to improve shine, manageability, and health. 'Coat Care' is the most appropriate and specific category from the valid types list. The 1L size indicates a grooming product rather than a human hair care item. While 'Coat, Hoof & Grooming' could also be considered, 'Coat Care' is more specific and directly relevant to a conditioner product.",,,globo_basis_collection; shire-saddleworld
gid://shopify/Product/10081072251172,equine-pure-delights-apple,Equine Pure Delights Apple,Shire Saddleworld,(No Product Type),Horse Treats,90,claude-validated,"OpenAI override (higher confidence): The product title 'Equine Pure Delights Apple' suggests it is a treat specifically for horses, as 'Equine' refers to horses and 'Delights' implies a treat or snack. The mention of 'Apple' further supports this, as apple-flavored treats are common for horses.. Claude suggested: Dog Treats",Dog Treats,,globo_basis_collection; shire-saddleworld
gid://shopify/Product/10081072349476,waldhausen-unicorn-grooming-bag,Waldhausen Unicorn Grooming Bag,Shire Saddleworld,(No Product Type),Bags,95,claude-validated,"Dual AI validation - OpenAI (90%) + Claude (95%) agree: The product title 'Waldhausen Unicorn Grooming Bag' explicitly identifies this as a bag. The word 'Bag' is directly in the product name, and 'Grooming Bag' indicates it's designed to carry grooming supplies. The classification 'Bags' is the most appropriate match from the valid product types list. While 'Bag' (singular) also exists in the valid types list, 'Bags' (plural) is equally valid and commonly used for this category. The confidence is very high given the clear product naming.",,,globo_basis_collection; shire-saddleworld
gid://shopify/Product/10081072415012,ezy-ride-nylon-tail-sack,Ezy Ride Nylon Tail Sack,Shire Saddleworld,(No Product Type),Horse Tail Bags,90,claude-validated,"OpenAI override (higher confidence): The product is a 'Nylon Tail Sack', which is typically used to protect a horse's tail. This aligns with the category 'Horse Tail Bags'.. Claude suggested: Bags",Bags,,globo_basis_collection; shire-saddleworld
gid://shopify/Product/10081072480548,waldhausen-dressage-whip-with-velour-handle-120cm,Waldhausen Dressage Whip with Velour Handle 120cm,Shire Saddleworld,(No Product Type),Whips,95,claude-validated,"OpenAI override (higher confidence): The product title explicitly mentions 'Dressage Whip', indicating it is a whip used in equestrian activities. The length and handle details further support this classification.. Claude suggested: Accessories - Luggage",Accessories - Luggage,,globo_basis_collection; shire-saddleworld
gid://shopify/Product/10081800388900,overnight-bag-nappa-leather-begie-needs-editing,Overnight Bag - Nappa Leather Begie *NEEDS EDITING*,Hitchley & Harrow,(No Product Type),Bags,95,claude-validated,"Dual AI validation - OpenAI (90%) + Claude (95%) agree: The product title 'Overnight Bag - Nappa Leather Begie' explicitly identifies this as a bag. The term 'Overnight Bag' is a specific type of travel bag, and 'Bags' is present in the valid product types list. The classification is accurate and appropriate. The confidence is slightly higher than the original (95% vs 90%) because the product type is unambiguous from the title.",,,hitchley-harrow; globo_basis_collection
gid://shopify/Product/10081826111780,nappy-bag-tooled,Nappy Bag - Tooled,Hitchley & Harrow,(No Product Type),Bags,90,claude-validated,"Dual AI validation - OpenAI (85%) + Claude (90%) agree: The classification 'Bags' is correct. The product title 'Nappy Bag - Tooled' clearly indicates this is a bag designed for carrying nappy/diaper supplies. 'Bags' is present in the valid product types list and is the most appropriate category for this item. The term 'Tooled' likely refers to a decorative leather tooling technique, which is common in bag manufacturing. While there is a 'Bag' (singular) option in the valid types list, 'Bags' (plural) appears to be the standard category format used. The confidence is high at 90% because the product name explicitly identifies it as a bag type.",,,hitchley-harrow; globo_basis_collection
gid://shopify/Product/10083118055716,new-eurohunter-thredbo-combo,New Eurohunter Thredbo Combo,Shire Saddleworld,(No Product Type),Horse Rugs,85,claude-validated,"OpenAI override (higher confidence): The term 'Combo' in equestrian products often refers to a type of horse rug that includes both a neck cover and body cover. 'Eurohunter' is a brand known for equestrian products, and 'Thredbo' could be a specific model or style within their range. The vendor 'Shire Saddleworld' specializes in equestrian products, supporting the classification as a horse rug.. Claude suggested: Cotton Rugs",Cotton Rugs,,globo_basis_collection; shire-saddleworld
gid://shopify/Product/10083134406948,quick-change-girth-points-long-15-leather-black,"QUICK-CHANGE Girth Points Long 15"" Leather Black",Shire Saddleworld,(No Product Type),Girths,90,claude-validated,"OpenAI override (higher confidence): The product title includes 'Girth Points', indicating it is related to girths, and the specification of 'Long 15"" Leather Black' suggests it is a specific type of girth accessory or component.. Claude suggested: Bridle Accessories",Bridle Accessories,,globo_basis_collection; shire-saddleworld
gid://shopify/Product/10083440034084,horseshoe-friendship-bracelets,Horseshoe Friendship Bracelets,QJ Riding Wear,(No Product Type),Bracelet,95,claude-validated,"Dual AI validation - OpenAI (90%) + Claude (95%) agree: The product title 'Horseshoe Friendship Bracelets' explicitly identifies the item as bracelets. 'Bracelet' is present in the valid product types list and is the most accurate and specific classification for this product. The tags 'Accessories' and collection placement support this classification, but 'Bracelet' is more precise than the generic 'Accessories' type. The classification is correct.",,Accessories,globo_basis_collection; qj-riding-wear; accessories
gid://shopify/Product/10087077642532,horze-protail-guard,Horze Protail Guard,Shire Saddleworld,(No Product Type),Horse Boots,85,claude-validated,"OpenAI override (higher confidence): The term 'Protail Guard' suggests a protective gear for horses, likely related to their legs or tail. 'Horze' is a brand known for equestrian products, and 'Guard' implies protection, which is commonly associated with boots or guards for horses.. Claude suggested: Bridle Accessories",Bridle Accessories,,globo_basis_collection; shire-saddleworld
gid://shopify/Product/10087077708068,horze-lunging-delta,Horze Lunging Delta,Shire Saddleworld,(No Product Type),Lunging Equipment,85,claude-validated,"OpenAI override (higher confidence): The product title 'Horze Lunging Delta' suggests it is related to lunging, which is a specific activity in equestrian training. 'Delta' might refer to a type of connector or attachment used in lunging. However, without further details, the exact product type within lunging equipment is not specified.. Claude suggested: Bridle Accessories",Bridle Accessories,,globo_basis_collection; shire-saddleworld
gid://shopify/Product/10087077740836,sheath-cleaning-gel-500ml,Sheath Cleaning Gel 500ml,Shire Saddleworld,(No Product Type),Care Products,95,claude-validated,"Dual AI validation - OpenAI (90%) + Claude (95%) agree: The classification 'Care Products' is correct. Sheath Cleaning Gel is a specialized grooming/hygiene product for horses, used for cleaning the sheath area. This clearly falls under 'Care Products' which is present in the valid product types list. While there are more specific categories like 'Coat Care' or 'Coat, Hoof & Grooming', these are focused on coat and hoof care specifically, whereas sheath cleaning is a general care/hygiene product. 'Care Products' is the most appropriate broad category for this type of equine hygiene item.",,,globo_basis_collection; shire-saddleworld
gid://shopify/Product/10087077773604,eureka-training-whip-125cm,Eureka - Training Whip - 125cm,Shire Saddleworld,(No Product Type),Whips,90,claude-validated,"OpenAI override (higher confidence): The title explicitly mentions 'Training Whip', which directly corresponds to the product type 'Whips'. The length specification (125cm) supports this classification as a whip used for training purposes.. Claude suggested: Clothing Accessories",Clothing Accessories,,globo_basis_collection; shire-saddleworld
gid://shopify/Product/10087077806372,mens-turbo-hamersley-xtr-twin-gore-carbon-toe,MEN'S TURBO HAMERSLEY XTR TWIN GORE CARBON TOE,Shire Saddleworld,(No Product Type),Boots,95,claude-validated,"Dual AI validation - OpenAI (85%) + Claude (95%) agree: The product title 'MEN'S TURBO HAMERSLEY XTR TWIN GORE CARBON TOE' clearly indicates footwear with a carbon toe (safety feature). The terms 'twin gore' (a type of elastic side panel common in work boots) and 'carbon toe' (protective toe cap) are definitive boot characteristics. While the vendor Shire Saddleworld typically deals with equestrian products, they also carry work boots and safety footwear for men. The classification as 'Boots' is correct and appropriate from the valid product types list.",,,globo_basis_collection; shire-saddleworld
gid://shopify/Product/10087077839140,horze-maddox-hoof-pick,Horze Maddox Hoof Pick,Shire Saddleworld,(No Product Type),Care Products,95,claude-validated,"Dual AI validation - OpenAI (85%) + Claude (95%) agree: A hoof pick is definitively a horse care tool used for cleaning and maintaining hooves. 'Care Products' is present in the valid product types list and is the most appropriate classification. While more specific options like 'Coat, Hoof & Grooming' or 'Coat and Hoof care' exist in the list, 'Care Products' is a valid parent category that accurately encompasses hoof picks. The original classification is correct and appropriate.",,,globo_basis_collection; shire-saddleworld
gid://shopify/Product/10087077871908,bevel-training-bit-cob-5,"Bevel Training Bit Cob 5""",Shire Saddleworld,(No Product Type),Bits,100,claude-validated,"Dual AI validation - OpenAI (95%) + Claude (100%) agree: The product title 'Bevel Training Bit Cob 5""' explicitly identifies this as a bit. The term 'Bevel Training Bit' is a specific type of horse bit used in equestrian training, 'Cob' refers to the horse size, and '5""' indicates the mouthpiece width. The vendor 'Shire Saddleworld' specializes in equestrian equipment. The classification 'Bits' is clearly correct and matches perfectly with the available valid product types.",,,globo_basis_collection; shire-saddleworld
gid://shopify/Product/10087077970212,waldhausen-lunging-aid,Waldhausen Lunging Aid,Shire Saddleworld,(No Product Type),Lunging Equipment,90,claude-validated,OpenAI override (higher confidence): The product title 'Waldhausen Lunging Aid' directly indicates that it is a piece of lunging equipment used in horse training. 'Lunging Aid' suggests a tool specifically designed for lunging horses.. Claude suggested: Bridle Accessories,Bridle Accessories,,globo_basis_collection; shire-saddleworld
gid://shopify/Product/10087078002980,horze-imitation-fur-pad,Horze Imitation Fur Pad,Shire Saddleworld,(No Product Type),All Purpose Pads,90,claude-validated,"Dual AI validation - OpenAI (90%) + Claude (90%) agree: The classification 'All Purpose Pads' is appropriate for this product. The title 'Horze Imitation Fur Pad' clearly indicates it is a pad, and the vendor 'Shire Saddleworld' specializes in equestrian equipment. Imitation fur pads are commonly used as saddle pads in horse riding. The 'All Purpose Pads' category is the most suitable match from the available product types, as it encompasses general-purpose saddle pads. The confidence level of 90% is justified given the clear product description and specialized vendor.",,,globo_basis_collection; shire-saddleworld
gid://shopify/Product/10087078035748,zilco-deluxe-grooming-box,Zilco Deluxe Grooming Box,Shire Saddleworld,(No Product Type),Care Products,90,claude-validated,"Dual AI validation - OpenAI (85%) + Claude (90%) agree: The classification 'Care Products' is appropriate for a grooming box. Looking at the available product types, 'Care Products' is the most suitable category for a grooming storage container. While more specific categories exist like 'Coat, Hoof & Grooming' or 'Dog Grooming & Coat Care', these appear to be species-specific or product-specific categories. The grooming box from Zilco (a horse equipment brand) is a storage/organizational item for grooming supplies, which fits well under the broader 'Care Products' category. The confidence is increased to 90% because this is clearly a care-related product and there are no better alternatives in the valid types list that would be more specific for a grooming storage box.",,,globo_basis_collection; shire-saddleworld
gid://shopify/Product/10087078068516,daisy-stubby-cooler-white-tan,Daisy Stubby Cooler - White / Tan,Shire Saddleworld,(No Product Type),Accessories - Luggage,75,needs-review,"AIs disagree - needs review. OpenAI (75%): The term 'Stubby Cooler' suggests an accessory for keeping beverages cool, which aligns with 'Accessories - Luggage' as it is a general category for non-specific accessories. The lack of specific equestrian or pet-related terms reduces confidence.. Claude (70%): A 'Stubby Cooler' is a beverage insulator, not luggage. Given the vendor 'Shire Saddleworld' (equestrian focus), the product name 'Daisy' (typically feminine), and color options 'White/Tan', this appears to be a casual lifestyle accessory. While 'Accessories - Luggage' is incorrect, the available types don't include a general 'Drinkware Accessories' or 'Lifestyle Accessories' category. The best fit from the available options is 'CLOTHING: Casual Clothing Ladies' as stubby coolers are often sold alongside casual apparel as lifestyle accessories. Alternatively, 'CLOTHING: Casual Clothing Mens' or 'Clothing Accessories' could work, but the 'Daisy' name suggests a ladies' product. Confidence is moderate due to the lack of a perfect category match.",Accessories - Luggage; CLOTHING: Casual Clothing Ladies,,globo_basis_collection; shire-saddleworld
gid://shopify/Product/10087078101284,braided-barrel-reins,Braided Barrel Reins,Shire Saddleworld,(No Product Type),Reins,90,claude-validated,"OpenAI override (higher confidence): The product title 'Braided Barrel Reins' clearly indicates that the item is a type of rein, specifically used in equestrian activities. The term 'reins' is directly mentioned, which aligns with the product type 'Reins'.. Claude suggested: Bridle Accessories",Bridle Accessories,,globo_basis_collection; shire-saddleworld
gid://shopify/Product/10087078134052,lami-cell-v22-velcro-tendon-boots,Lami-Cell V22 Velcro Tendon Boots,Shire Saddleworld,(No Product Type),Tendon Boots,95,claude-validated,"OpenAI override (higher confidence): The title explicitly mentions 'Tendon Boots', which is a specific product type for equestrian use. The presence of 'Velcro' suggests a fastening mechanism typical for this type of boot.. Claude suggested: Boots",Boots,,globo_basis_collection; shire-saddleworld
gid://shopify/Product/10087078166820,lami-cell-v22-promotion-western-cinch,Lami-Cell V22 ProMotion Western Cinch,Shire Saddleworld,(No Product Type),Western Cinches,90,claude-validated,"OpenAI override (higher confidence): The product title 'Lami-Cell V22 ProMotion Western Cinch' specifically includes 'Western Cinch', indicating it is a type of cinch used in Western riding. The vendor 'Shire Saddleworld' and lack of additional tags or collections do not provide further context to suggest an alternative classification.. Claude suggested: Bridle Accessories",Bridle Accessories,,globo_basis_collection; shire-saddleworld
gid://shopify/Product/10087078199588,lami-cell-v22-front-eventing-boots,Lami-Cell V22 Front Eventing Boots,Shire Saddleworld,(No Product Type),Boots,95,claude-validated,"Claude override (higher confidence): While 'Horse Boots' accurately describes the product, it is not in the valid product types list. The closest valid match is 'Boots', which is present in the list. The product 'Lami-Cell V22 Front Eventing Boots' are protective boots for horses used in eventing, and should be classified under the general 'Boots' category since there is no specific 'Horse Boots' type available. Alternative options like 'Bell Boots' exist but are too specific (bell boots are a different style of horse boot), making 'Boots' the most appropriate classification.. OpenAI suggested: Horse Boots",Horse Boots,,globo_basis_collection; shire-saddleworld
gid://shopify/Product/10087078265124,lami-cell-v22-promotion-dressage-girth,Lami-Cell V22 ProMotion Dressage Girth,Shire Saddleworld,(No Product Type),Dressage Girths,90,claude-validated,"OpenAI override (higher confidence): The product title explicitly mentions 'Dressage Girth', which directly corresponds to the product type 'Dressage Girths'. The vendor and collections do not suggest a different classification.. Claude suggested: All Purpose",All Purpose,,globo_basis_collection; shire-saddleworld
gid://shopify/Product/10087078297892,fleece-grackle-noseband-pad,Fleece Grackle Noseband Pad,Shire Saddleworld,(No Product Type),Bridle Accessories,95,claude-validated,"Dual AI validation - OpenAI (90%) + Claude (95%) agree: The product is a 'Fleece Grackle Noseband Pad', which is clearly an accessory component for a bridle. A Grackle noseband is a specific type of noseband used on bridles, and this fleece pad is designed to provide cushioning and comfort where the noseband contacts the horse's face. 'Bridle Accessories' is the most appropriate and specific category from the valid product types list. The classification is accurate and well-reasoned.",,,globo_basis_collection; shire-saddleworld
gid://shopify/Product/10087078396196,hanoverian-noseband,Hanoverian Noseband,Shire Saddleworld,(No Product Type),Bridle Accessories,95,claude-validated,"Dual AI validation - OpenAI (90%) + Claude (95%) agree: A Hanoverian noseband is indeed a component of a horse bridle system. Nosebands are attachments that go around the horse's nose and are part of the bridle assembly but not the core bridle structure itself. 'Bridle Accessories' is the most appropriate classification from the available options, as it encompasses components and attachments for bridles. While 'Bridles' exists as a separate category, that would be for complete bridle units, not individual components. The classification is correct and well-reasoned.",,,globo_basis_collection; shire-saddleworld
gid://shopify/Product/10087078461732,magictails-rapid-dry-750ml,Magictails Rapid Dry 750ml,Shire Saddleworld,(No Product Type),Coat Care,90,claude-validated,"Dual AI validation - OpenAI (85%) + Claude (90%) agree: The product name 'Magictails Rapid Dry 750ml' strongly indicates a grooming product designed for rapid drying, most likely for animal coats (horses given the equestrian vendor 'Shire Saddleworld'). The 750ml volume suggests a spray or liquid application product. 'Coat Care' is the most appropriate classification from the available types. The confidence is increased to 90% because the vendor context (Shire Saddleworld is an equestrian supplier) and product format (liquid grooming product) strongly support this classification. Alternative types like 'Dog Grooming & Coat Care' are less likely given the equestrian vendor context.",,,globo_basis_collection; shire-saddleworld
gid://shopify/Product/10087078560036,lami-cell-v22-deep-fetlock-boots-1,Lami-Cell V22 Deep Fetlock Boots,Shire Saddleworld,(No Product Type),Ankle Boots,90,claude-validated,"OpenAI override (higher confidence): The product title 'Lami-Cell V22 Deep Fetlock Boots' suggests they are protective boots for the fetlock area of a horse, which aligns with the category 'Ankle Boots'. This is a specific type of horse boot designed for protection during riding or training.. Claude suggested: Boots",Boots,,globo_basis_collection; shire-saddleworld
gid://shopify/Product/10087078592804,academy-medical-armband,Academy Medical Armband,Shire Saddleworld,(No Product Type),Body Protector,85,claude-validated,"OpenAI override (higher confidence): The product title 'Academy Medical Armband' suggests a protective or safety item used in equestrian activities. While 'Body Protector' is not a perfect match, it is the closest category related to safety gear for riders. The term 'Armband' does not have a direct match in the list, but it is likely used for safety or identification, which aligns with protective gear.. Claude suggested: Clothing Accessories",Clothing Accessories,,globo_basis_collection; shire-saddleworld
