from,to,method,confidence,reasoning,is_new_category
/collections/pets/msm-for-dogs,/pet/dog/supplements,ai-suggested,high,MSM (Methylsulfonylmethane) is a dietary supplement commonly given to dogs for joint health. The existing path /pet/dog/supplements is the perfect match for this product category.,no
/collections/pets/dog-poop-bag-holder,/pet/dog/accessories,ai-suggested,high,Dog poop bag holders are dog accessories. The existing /pet/dog/accessories category is the appropriate place for this item as it's a practical accessory for dog walking and care.,no
/collections/pets/credelio-plus,/pet/dog/veterinary,ai-suggested,high,"Credelio Plus is a veterinary flea, tick and worm treatment for dogs. The existing /pet/dog/veterinary category is the most appropriate match for this pharmaceutical product.",no
/collections/pets/hemp-oil-for-dogs,/pet/dog/supplements,ai-suggested,high,Hemp oil for dogs is a dietary supplement product. The existing /pet/dog/supplements category is the perfect match for this product type.,no
/collections/pets/dog-tags,/pet/dog/accessories,ai-suggested,high,Dog tags are pet accessories for dogs. The existing '/pet/dog/accessories' category is the appropriate match for dog identification tags and similar items.,no
/collections/pets/bravecto-for-dogs,/pet/dog/veterinary,ai-suggested,high,Bravecto is a veterinary flea and tick treatment for dogs. The existing /pet/dog/veterinary path is the most appropriate category for this product.,no
/collections/pets/zippy-paws,/pet/dog/toys,ai-suggested,high,ZippyPaws is a well-known brand that manufactures dog toys and pet accessories. The existing /pet/dog/toys category is the most appropriate match for this brand's products.,no
/collections/pets/black-dog-wear,/pet/dog/coats-and-rugs,ai-suggested,high,Black Dog Wear is a brand that produces dog coats and apparel. The existing /pet/dog/coats-and-rugs category is the perfect match for dog wear products.,no
/collections/pets/rogz-harness,/pet/dog/collars-and-leads,ai-suggested,high,"Rogz is a well-known pet brand specializing in dog harnesses, collars, and leads. The existing /pet/dog/collars-and-leads category is the perfect match as harnesses are a type of lead/restraint system for dogs.",no
/collections/pets/aristopet-all-wormer,/pet/supplements,ai-suggested,medium,"Aristopet all wormer is a pet deworming product. While there's a /pet/supplements category that could fit, this is more specifically a veterinary/health product. Could also map to /pet/cat or /pet/dog with a new /veterinary subcategory, but /pet/supplements is the closest existing match for health/wellness products.",no
/collections/pets/dog-collars,/pet/dog/collars-and-leads,ai-suggested,high,The old URL /collections/pets/dog-collars maps directly to the existing category /pet/dog/collars-and-leads which encompasses both collars and leads for dogs,no
/collections/pets/anipal,/pet/dog/supplements,ai-suggested,medium,"Anipal is a brand that produces pet supplements and health products, primarily for dogs. The existing /pet/dog/supplements path is the most appropriate match for this product line.",no
/collections/pets/vitamins-and-supplements,/pet/supplements,ai-suggested,high,The URL /collections/pets/vitamins-and-supplements clearly indicates pet vitamins and supplements. The existing /pet/supplements category is a perfect match for this content.,no
/collections/pets/advance-cat-food,/pet/cat/food,ai-suggested,high,The URL segment 'advance-cat-food' clearly indicates cat food products. The existing category '/pet/cat/food' is the perfect match for this product type.,no
/collections/pets/advance-pet-food,/pet/food,ai-suggested,high,"Advance pet food is a general pet food product. While specific animal food categories exist (e.g., /pet/dog/food, /pet/cat/food), a general /pet/food category is needed for multi-animal or general pet food brands like Advance that serve multiple pet types.",yes
/collections/pets/zamipet,/pet/supplements,ai-suggested,high,Zamipet is a pet supplement brand. The existing /pet/supplements category is the perfect match for this brand's products which include probiotics and other pet health supplements.,no
/collections/pets/supplements-and-medicine,/pet/supplements,ai-suggested,high,"The old URL 'pets/supplements-and-medicine' maps to the existing '/pet/supplements' category. While medicine could also fall under veterinary care, supplements is the most direct match for the combined supplements-and-medicine collection.",no
/collections/pets/dog-flea-treatment,/pet/dog/veterinary,ai-suggested,high,Flea treatment is a veterinary/health care product for dogs. The existing /pet/dog/veterinary path is the appropriate category for medical treatments including flea control products.,no
/collections/pets/aristopet,/pet/aristopet,ai-suggested,medium,"Aristopet is a pet care brand that produces products for multiple pet types (dogs, cats, birds, small animals). Since the URL structure indicates a brand-level collection under pets, and there's no existing brand category in the pet section (unlike accessories which has /accessories/brands/horseware), creating /pet/aristopet as a brand subcategory is appropriate for organizing all Aristopet products across pet categories.",yes
/collections/pets/blackdog-treats,/pet/dog/treats,ai-suggested,high,The URL segment 'blackdog-treats' clearly indicates dog treats. Black Dog is a well-known brand of dog treats in the pet industry. The existing path /pet/dog/treats is a perfect match for this product category.,no
/collections/pets/kong-dog-toys-and-treats,/pet/dog/toys,ai-suggested,high,"KONG is a well-known dog toy and treat brand. The existing category /pet/dog/toys perfectly matches this product collection, and there's also /pet/dog/treats available for treat products.",no
/collections/pets/kazoo-dog-coat,/pet/dog/coats-and-rugs,ai-suggested,high,The URL contains 'kazoo-dog-coat' which clearly indicates a dog coat product. The existing category '/pet/dog/coats-and-rugs' is the perfect match for this product type.,no
/collections/pets/dog-coats,/pet/dog/coats-and-rugs,ai-suggested,high,The old URL /collections/pets/dog-coats maps directly to the existing category for dog coats and rugs under the pet section,no
/collections/pets/dog-beds,/pet/dog/bedding,ai-suggested,high,"The old URL '/collections/pets/dog-beds' clearly refers to dog beds, which maps perfectly to the existing '/pet/dog/bedding' category path.",no
/collections/pets/kangaroo-dog-treats,/pet/dog/treats,ai-suggested,high,Kangaroo dog treats are pet products specifically for dogs. The existing category /pet/dog/treats is a perfect match for this product type.,no
/collections/pets/dog-treats,/pet/dog/treats,exact-match,high,Already in redirects CSV,no
/collections/fly-veils-and-hoods/bonnets,/horse/bonnets,ai-suggested,high,Bonnets are fly veils/hoods worn by horses. The existing /horse/bonnets category is a direct match for this product type.,no
/collections/luggage/saddle-bags,/rider/luggage/saddle-bags,ai-suggested,high,"Saddle bags for luggage/storage purposes belong under rider luggage. The existing /rider/luggage category has bags, handbags, and wallets, so saddle-bags fits naturally as a subcategory for carrying personal items while riding.",yes
/collections/luggage/backpacks,/rider/luggage/backpacks,ai-suggested,high,"Backpacks are rider luggage items. The existing /rider/luggage category already has bags, handbags, and wallets, making backpacks a natural addition as a subcategory.",yes
/collections/luggage/ariat,/rider/luggage,ai-suggested,high,"The URL segments 'luggage' and 'ariat' indicate rider luggage products. Ariat is a brand that makes equestrian luggage, bags, and accessories for riders. The existing /rider/luggage category is the perfect match for this collection.",no
/collections/horse-bandages/white,/horse/boots/bandages,ai-suggested,high,"Horse bandages are leg protection equipment that fall under the existing /horse/boots/bandages category. The 'white' segment is a color filter, not a category level, so it maps directly to the bandages subcategory.",no
/collections/horse-bandages/dressage,/horse/boots/bandages,exact-match,high,Already in redirects CSV,no
/collections/horse-bandages/black,/horse/boots/bandages,ai-suggested,high,"Horse bandages are a type of leg protection/boot product. The existing category /horse/boots/bandages is a perfect match for this product type. The 'black' segment is a color filter, not a category level.",no
/collections/horse-rugs/50-125cm,/horse/rugs,ai-suggested,high,"The URL is for horse rugs filtered by size (50-125cm). The size filter is a product attribute, not a category structure element. Maps to existing /horse/rugs which is the appropriate parent category for all horse rug products regardless of size.",no
/collections/horse-rugs/hoods,/horse/rugs/hoods,exact-match,high,Already in redirects CSV,no
/collections/horse-rugs/woolen,/horse/rugs/woolen,ai-suggested,high,"The URL clearly indicates woolen horse rugs. While /horse/rugs exists with various rug types (cotton, mesh, winter, summer), there is no specific 'woolen' subcategory. Woolen rugs are a distinct material type similar to the existing cotton category, warranting a new subcategory under /horse/rugs.",yes
/collections/horse-rugs/canvas,/horse/rugs/canvas,ai-suggested,high,"The URL clearly refers to canvas horse rugs. While /horse/rugs exists with many subcategories (cotton, mesh, rain, etc.), there is no canvas subcategory. Canvas is a specific material type for horse rugs, similar to the existing cotton and mesh categories, so /horse/rugs/canvas is the logical path.",yes
/collections/horse-rugs/winter,/horse/rugs/winter,exact-match,high,Already in redirects CSV,no
/collections/horse-rugs/summer,/horse/rugs/summer,exact-match,high,Already in redirects CSV,no
/collections/horse-rugs/show,/horse/rugs/show,ai-suggested,high,"The URL '/collections/horse-rugs/show' clearly refers to show rugs for horses. While '/horse/rugs' exists with many subcategories (accessories, cotton, flag, hoods, mesh, rain, riding, summer, tail-protectors, travel, winter), there is no 'show' subcategory. Show rugs are a specific type of competition/presentation rug, making this a logical new subcategory under /horse/rugs.",yes
/collections/horse-rugs/cotton,/horse/rugs/cotton,exact-match,high,Already in redirects CSV,no
/collections/horse-rugs/46,/horse/rugs,ai-suggested,high,Direct match - 'horse-rugs' maps to existing /horse/rugs category which is the main category for all horse rugs and blankets,no
/collections/horse-rugs/eurohunter,/horse/rugs/eurohunter,ai-suggested,high,"The URL clearly indicates horse rugs with Eurohunter as a brand/subcategory. While /horse/rugs exists, there's no brand-specific subcategory. Creating /horse/rugs/eurohunter follows the pattern seen in accessories (e.g., /accessories/brands/horseware) and allows for brand-specific rug filtering.",yes
/collections/horse-rugs/kentucky,/horse/rugs/kentucky,ai-suggested,high,"Kentucky is a brand name for horse rugs. The old URL structure was /horse-rugs/kentucky, clearly indicating Kentucky-branded rugs under the horse rugs category. Creating a brand-specific subcategory under /horse/rugs follows the pattern seen elsewhere in the structure (e.g., /accessories/brands/horseware).",yes
/collections/horse-rugs/stable,/horse/rugs,exact-match,high,Already in redirects CSV,no
/collections/horse-riding-helmets/resistol,/rider/helmets,ai-suggested,high,Horse riding helmets are rider safety equipment. The existing /rider/helmets category is the correct match. The 'resistol' segment appears to be a brand name and should be handled via filtering/attributes rather than URL structure.,no
/collections/horse-riding-helmets/uvex,/rider/helmets,ai-suggested,high,Horse riding helmets are rider safety equipment. The existing /rider/helmets category is the perfect match. The 'uvex' segment is a brand name that would be handled via filtering rather than URL structure.,no
/collections/horse-riding-helmets/brims,/rider/helmets/brims,ai-suggested,high,"Horse riding helmets are rider equipment. The existing structure has /rider/helmets and /rider/helmets/accessories. 'Brims' are helmet accessories/components that attach to riding helmets, making /rider/helmets/brims a logical subcategory alongside accessories.",yes
/collections/horse-riding-helmets/kask,/rider/helmets,ai-suggested,high,Horse riding helmets are rider safety equipment. The existing /rider/helmets category is the perfect match. The 'kask' segment is a brand name and would typically be handled via filtering rather than URL structure.,no
/collections/horse-riding-helmets/charles-owen,/rider/helmets,ai-suggested,high,Horse riding helmets are rider safety equipment. The existing /rider/helmets category is the perfect match. Charles-owen is a brand name which would typically be handled via filtering/faceting rather than URL structure.,no
/collections/horse-riding-helmets/kep,/rider/helmets,ai-suggested,high,Horse riding helmets are rider safety equipment. The existing /rider/helmets category is the perfect match. The 'kep' segment is a brand name (KEP Italia) which would be handled via filtering/faceting rather than URL structure.,no
/collections/horse-riding-helmets/samshield,/rider/helmets,ai-suggested,high,"Horse riding helmets are rider safety equipment. The existing /rider/helmets category is the perfect match. The brand 'samshield' is a helmet manufacturer, confirming this is helmet-related.",no
/collections/horse-riding-helmets/black,/rider/helmets,ai-suggested,high,"Horse riding helmets are rider safety equipment. The existing /rider/helmets category is the perfect match. The 'black' segment is a color filter, not a category level.",no
/collections/footwear/tucci,/clothing/footwear/tucci,ai-suggested,high,"Tucci is a premium equestrian footwear brand. The URL segments 'footwear/tucci' indicate a brand-specific footwear collection. While /clothing/footwear exists, adding /tucci as a brand subcategory allows for organized brand-specific browsing within the footwear category.",yes
/collections/footwear/top-boots,/clothing/footwear/tall-boots,ai-suggested,high,"Top boots are tall riding boots worn by riders, which belongs under clothing/footwear. The existing '/clothing/footwear/tall-boots' category is the perfect match for this product type.",no
/collections/footwear/western-spurs,/rider/spurs,ai-suggested,high,"Western spurs are rider equipment worn by the rider. The existing /rider/spurs category is the appropriate match, as spurs are personal rider gear regardless of riding discipline (western vs english).",no
/collections/footwear/ego-7,/clothing/footwear/ego-7,ai-suggested,high,"EGO7 is a premium equestrian footwear brand. The old URL is /collections/footwear/ego-7, indicating a brand-specific footwear collection. While /clothing/footwear exists, adding a brand subcategory follows the pattern seen in /accessories/brands/horseware and allows proper organization of this specific footwear brand.",yes
/collections/footwear/baxter-boots,/clothing/footwear/boots,ai-suggested,high,"Baxter is a well-known equestrian footwear brand. The URL segments 'footwear/baxter-boots' clearly indicate rider footwear, which belongs under /clothing/footwear/boots rather than /horse/boots which is for horse leg protection.",no
/collections/footwear/childrens,/clothing/kids/footwear,ai-suggested,high,The URL segments 'footwear' and 'childrens' clearly indicate children's footwear. An existing category '/clothing/kids/footwear' already exists that perfectly matches this intent.,no
/collections/footwear/cavallo,/clothing/footwear/cavallo,ai-suggested,high,"Cavallo is a premium equestrian footwear brand. The URL segments 'footwear/cavallo' indicate this is a brand-specific footwear collection. While /clothing/footwear exists, adding a Cavallo brand subcategory makes sense for organizing this specific brand's products, similar to how accessories has brand-specific paths like /accessories/brands/horseware.",yes
/collections/footwear/mens,/clothing/footwear/mens,exact-match,high,Already in redirects CSV,no
/collections/footwear/spurs-and-straps,/rider/spurs/accessories,ai-suggested,high,"Spurs and straps are rider equipment worn on footwear. The existing /rider/spurs/accessories path is the perfect match, as spur straps are accessories for spurs.",no
/collections/footwear/stirrups-and-leathers,/horse/tack/stirrups,exact-match,high,Already in redirects CSV,no
/collections/footwear/womens,/clothing/footwear/womens,exact-match,high,Already in redirects CSV,no
/collections/footwear/ariat,/clothing/footwear/ariat,ai-suggested,high,"Ariat is a major equestrian footwear brand. The old URL segments 'footwear/ariat' indicate this is a brand-specific footwear collection. While /clothing/footwear exists with various subcategories by style, adding a brand-level subcategory for Ariat makes sense given its prominence in equestrian footwear.",yes
/collections/horse-jewellery/pendants,/rider/jewellery/pendants,exact-match,high,Already in redirects CSV,no
/collections/horse-jewellery/sabona-bracelets,/rider/jewellery/bracelets,ai-suggested,high,"Horse jewellery refers to jewellery for riders with equestrian themes, not jewellery for horses. Sabona bracelets are therapeutic/magnetic bracelets worn by riders. The existing /rider/jewellery/bracelets path is the perfect match.",no
/collections/horse-jewellery/necklaces,/rider/jewellery/necklaces,exact-match,high,Already in redirects CSV,no
/collections/horse-jewellery/kelly-herd,/rider/jewellery,ai-suggested,high,"Kelly Herd is a well-known equestrian jewellery brand. The URL segments 'horse-jewellery' and 'kelly-herd' indicate jewellery products. While the original collection was named 'horse-jewellery', jewellery is worn by riders, not horses, so it belongs under /rider/jewellery which already exists in the structure.",no
/collections/horse-jewellery/earrings,/rider/jewellery/earrings,exact-match,high,Already in redirects CSV,no
/collections/horse-jewellery/rings,/rider/jewellery/rings,exact-match,high,Already in redirects CSV,no
/collections/horse-jewellery/bracelets,/rider/jewellery/bracelets,exact-match,high,Already in redirects CSV,no
/collections/horse-health/likit-horse-treats,/horse/stable/treats,ai-suggested,high,"Likit is a well-known brand of horse treats. The existing category /horse/stable/treats is the perfect match for horse treats products, regardless of brand. This aligns with the stable/feeding section of horse care products.",no
/collections/horse-health/horse-treats,/horse/stable/treats,ai-suggested,high,Horse treats are stable supplies and an exact match exists at /horse/stable/treats. The 'horse-health' parent category is broad but treats fit naturally under stable management items.,no
/collections/horse-health/equimax,/horse/stable/wormers,ai-suggested,high,Equimax is a horse worming product brand. The existing category /horse/stable/wormers is the perfect match for horse health products related to parasite control and deworming treatments.,no
/collections/horse-health/psyllium-husk,/horse/supplements/psyllium-husk,ai-suggested,high,"Psyllium husk is a dietary supplement for horses, commonly used for digestive health and sand colic prevention. The /horse/supplements category exists but needs a subcategory for this specific supplement type.",yes
/collections/horse-health/msm,/horse/supplements/msm,ai-suggested,high,"MSM (methylsulfonylmethane) is a common horse supplement for joint health. The old URL indicates horse-health/msm, and while /horse/supplements exists, there's no MSM subcategory. Creating /horse/supplements/msm follows the existing structure and accurately categorizes this supplement type.",yes
/collections/horse-health/dynavyte,/horse/supplements/dynavyte,ai-suggested,high,"Dynavyte is a specific brand of horse health supplements and probiotics. The URL segments 'horse-health' and 'dynavyte' indicate this is a brand collection under horse health/supplements. While /horse/supplements exists, creating a brand-specific subcategory follows the pattern seen in /accessories/brands/horseware and allows for organized brand collections.",yes
/collections/horse-health/anti-inflammatory,/horse/supplements/anti-inflammatory,ai-suggested,high,Anti-inflammatory products are health supplements for horses. The existing /horse/supplements category is the logical parent. Creating a sub-category for anti-inflammatory supplements provides clear organization for this specific type of horse health product.,yes
/collections/horse-health/biotin,/horse/supplements/biotin,ai-suggested,high,"Biotin is a horse health supplement commonly used for hoof and coat health. The existing /horse/supplements category is the appropriate parent, and biotin as a specific supplement type warrants its own subcategory for proper product organization.",yes
/collections/horse-health/electrolytes,/horse/supplements/electrolytes,ai-suggested,high,"Electrolytes are a type of horse health supplement. The existing /horse/supplements category is the perfect parent, and adding /electrolytes as a subcategory follows the established pattern and provides clear categorization for this product type.",yes
/collections/horse-health/betavet,/horse/veterinary/first-aid,ai-suggested,high,"Betavet is a veterinary/health brand. The existing /horse/veterinary/first-aid category is the best match for horse health products, as it covers medical and health-related items for horses.",no
/collections/horse-health/calming-supplements,/horse/supplements/calming,ai-suggested,high,"Calming supplements are horse health products that fall under supplements. The existing /horse/supplements category exists but lacks a calming subcategory, which is a common and distinct supplement type in equestrian products.",yes
/collections/horse-health/b-quiet,/horse/supplements/calming,ai-suggested,high,"B-Quiet is a calming supplement for horses. While /horse/supplements exists, there's no calming-specific subcategory. Creating /horse/supplements/calming provides a logical home for calming products under the existing supplements category structure.",yes
/collections/horse-health/arcequine,/horse/veterinary/therapy-equipment,ai-suggested,high,"Arcequine is a brand specializing in veterinary therapy equipment (ArcEquine microcurrent therapy devices). While /horse/veterinary/first-aid exists, therapy equipment like electromagnetic/microcurrent devices warrant a dedicated category. This falls under veterinary care but is distinct from basic first aid supplies.",yes
/collections/horse-health/wormers,/horse/stable/wormers,exact-match,high,Already in redirects CSV,no
/collections/horse-health/fly-veils-and-hoods,/horse/bonnets/fly-veils,ai-suggested,high,"Fly veils and hoods are protective headwear for horses that prevent flies from bothering them. The existing /horse/bonnets category already has /horse/bonnets/fly-masks for similar fly protection gear. Adding /horse/bonnets/fly-veils as a parallel category makes semantic sense since fly veils/hoods are similar protective gear worn on the horse's head, just with different coverage than fly masks.",yes
/collections/horse-health/ranvet,/horse/supplements/ranvet,ai-suggested,high,"Ranvet is a well-known equine supplement and health product brand. The old URL 'horse-health/ranvet' indicates brand-filtered health products. While /horse/supplements exists, creating /horse/supplements/ranvet provides a logical brand subcategory for Ranvet supplement products.",yes
/collections/horse-health/kelato,/horse/supplements/kelato,ai-suggested,high,"Kelato is a well-known brand specializing in horse health supplements and treatments. The existing /horse/supplements category is the perfect parent, and adding a brand-specific subcategory follows the pattern seen elsewhere (e.g., /accessories/brands/horseware). This makes products easily discoverable for customers loyal to the Kelato brand.",yes
/collections/horse-health/bonnets,/horse/bonnets,ai-suggested,high,Exact match exists. Bonnets are horse equipment items (fly bonnets/ear bonnets) and there is already an established /horse/bonnets category that matches perfectly.,no
/collections/horse-health/vitamins-and-supplements,/horse/supplements,ai-suggested,high,The URL contains 'vitamins-and-supplements' which directly maps to the existing /horse/supplements category. This is a perfect semantic match for horse health supplements and vitamins.,no
/collections/horse-health/joint-supplements,/horse/supplements/joint,ai-suggested,high,"Joint supplements are horse health products that fall under supplements. The existing /horse/supplements category is the best match, and adding a /joint subcategory follows the established pattern for organizing supplement types.",yes
/collections/horse-health/toys,/horse/supplements,exact-match,high,Already in redirects CSV,no
/collections/horse-health/wound-care,/horse/veterinary/wound-care,ai-suggested,high,"Wound care is a veterinary/medical product category. The existing /horse/veterinary/first-aid path exists, and wound-care is a logical sibling category for more specific wound treatment products.",yes
/collections/horse-health/zamipet,/pet/supplements,ai-suggested,high,"Zamipet is a pet supplement brand, and the URL segments 'horse-health/zamipet' indicates this is a pet health/supplement product. The existing /pet/supplements category is the appropriate destination.",no
/collections/horse-health/hoof-care,/horse/stable/hoof-care,exact-match,high,Already in redirects CSV,no
/collections/horse-grooming-supplies/equinade-shampoo,/horse/grooming/shampoo,ai-suggested,high,The URL segments 'horse-grooming-supplies' and 'equinade-shampoo' clearly indicate this is a horse grooming shampoo product. The existing category /horse/grooming/shampoo is a perfect match for this product type.,no
/collections/horse-grooming-supplies/equibuff,/horse/grooming/products,ai-suggested,high,"Equibuff is a grooming product brand. The URL segments 'horse-grooming-supplies' and 'equibuff' indicate this is a grooming product, which maps perfectly to the existing /horse/grooming/products category.",no
/collections/horse-grooming-supplies/equinade,/horse/grooming/products,ai-suggested,high,"Equinade is a brand that produces horse grooming supplies and products. The existing /horse/grooming/products category is the most appropriate match for this brand's product range, which includes shampoos, coat care, and general grooming products.",no
/collections/horse-grooming-supplies/brushes,/horse/grooming/brushes,exact-match,high,Already in redirects CSV,no
/collections/horse-grooming-supplies/absorbine,/horse/grooming/products,ai-suggested,high,"Absorbine is a well-known brand of horse grooming and care products. The URL segment 'horse-grooming-supplies' maps directly to the existing /horse/grooming category, and 'absorbine' as a brand of grooming products fits within the existing /horse/grooming/products subcategory.",no
/collections/horse-grooming-supplies/shampoo,/horse/grooming/shampoo,exact-match,high,Already in redirects CSV,no
/collections/horse-boots/veredus-jumping-boots,/horse/boots/jumping,ai-suggested,high,Veredus jumping boots are specialized horse boots designed for jumping activities. The existing /horse/boots/jumping category is the perfect match for this product type.,no
/collections/horse-boots/hind-fetlock,/horse/boots/fetlock,ai-suggested,high,"The URL segment 'hind-fetlock' refers to fetlock boots for hind legs. The existing '/horse/boots/fetlock' category is the appropriate match as it covers fetlock boots generally, including both front and hind options.",no
/collections/horse-boots/lami-cell,/horse/boots,ai-suggested,high,"Lami-cell is a brand that makes horse boots. The URL segments indicate this is a brand-filtered view of horse boots. The general /horse/boots category is the appropriate destination, as the existing structure doesn't include brand-specific subcategories.",no
/collections/horse-boots/magnetic,/horse/boots/magnetic,exact-match,high,Already in redirects CSV,no
/collections/horse-boots/zandona,/horse/boots/zandona,ai-suggested,medium,"Zandona is a brand name that manufactures horse boots and protective equipment. While brand-specific subcategories don't exist in the current structure, creating /horse/boots/zandona would allow brand-specific filtering. Alternatively, could map to /horse/boots as the general category, but the brand segment suggests a need for brand-level organization.",yes
/collections/horse-boots/cryochaps,/horse/boots/ice-boots,ai-suggested,high,Cryochaps are therapeutic cooling/ice boots for horses. The existing /horse/boots/ice-boots category is the perfect match for cryotherapy products.,no
/collections/horse-boots/ice,/horse/boots/ice-boots,ai-suggested,high,"The URL segments 'horse-boots' and 'ice' map directly to the existing category '/horse/boots/ice-boots', which is specifically for ice boots used in horse therapy and recovery.",no
/collections/horse-boots/floating-transport,/horse/boots/float,ai-suggested,high,The segment 'floating-transport' refers to horse float/transport boots. The existing category '/horse/boots/float' is the perfect match for boots used during horse transportation in floats/trailers.,no
/collections/horse-boots/fly-boots-for-horses,/horse/boots/fly-boots,ai-suggested,high,The URL segment 'fly-boots-for-horses' directly maps to the existing category '/horse/boots/fly-boots'. This is an exact semantic match for fly boots used on horses.,no
/collections/horse-boots/bell,/horse/boots/bell-boots,ai-suggested,high,"The URL segment 'bell' refers to bell boots, which are a type of horse boot. An exact match exists at /horse/boots/bell-boots in the existing structure.",no
/collections/horse-boots/woof-wear,/horse/boots/woof-wear,ai-suggested,medium,"Woof Wear is a brand specializing in horse boots and protection products. While /horse/boots exists, creating a brand-specific subcategory allows filtering by this popular manufacturer. Alternative would be mapping to /horse/boots as the parent category, but brand segmentation provides better user navigation for Woof Wear products.",yes
/collections/horse-boots/tendon,/horse/boots/tendon-boots,ai-suggested,high,The URL segments 'horse-boots' and 'tendon' directly map to the existing category '/horse/boots/tendon-boots'. Tendon boots are a specific type of horse boot designed to protect the tendons during riding.,no
/collections/horse-boots/jumping,/horse/boots/jumping,exact-match,high,Already in redirects CSV,no
/collections/horse-boots/exercise,/horse/boots/exercise,exact-match,high,Already in redirects CSV,no
/collections/horse-boots/kentucky,/horse/boots/kentucky,ai-suggested,medium,"Kentucky is a brand name that specializes in horse boots and protective equipment. While the existing structure has specific boot type categories, a brand-specific category makes sense for filtering Kentucky products within the boots section, similar to the /accessories/brands/horseware pattern.",yes
/collections/horse-bits/myler,/horse/bits/myler,ai-suggested,high,"The URL segments 'horse-bits' and 'myler' clearly indicate horse bits, with 'myler' being a well-known bit brand. The category /horse/bits already exists for general bits, and adding /horse/bits/myler as a brand-specific subcategory follows a logical structure similar to existing brand paths like /accessories/brands/horseware.",yes
/collections/horse-bits/kk-horse-bits,/horse/bits,ai-suggested,high,The URL contains 'horse-bits' and 'kk-horse-bits' where KK likely refers to a brand (Korsteel/KK). The existing category /horse/bits is the perfect match for horse bits products.,no
/collections/horse-bits/dr-bristol,/horse/bits/dr-bristol,ai-suggested,high,"Dr Bristol is a specific type of horse bit. The parent category /horse/bits exists, and creating a subcategory for this common bit type follows the established pattern of categorizing equipment by specific type (similar to /horse/boots/bell-boots or /horse/pads/gel-pads).",yes
/collections/horse-bits/pelham-bits,/horse/bits/pelham-bits,ai-suggested,high,"Pelham bits are a specific type of horse bit. The existing /horse/bits category is the logical parent, and adding /pelham-bits as a subcategory follows the same pattern as other equipment subcategories like /horse/boots/bell-boots.",yes
/collections/horse-bits/sprenger,/horse/bits/sprenger,ai-suggested,high,Sprenger is a major bit manufacturer. The existing /horse/bits category exists but lacks brand-specific subcategories. Creating /horse/bits/sprenger follows the pattern seen in accessories/brands/horseware and makes sense for organizing bits by manufacturer.,yes
/collections/horse-bits/gag,/horse/bits/gag,ai-suggested,high,"Gag bits are a specific type of horse bit. The existing /horse/bits category covers general bits, so adding /horse/bits/gag as a subcategory follows the established pattern (similar to how /horse/boots has multiple specific subtypes like bell-boots, jumping, etc.)",yes
/collections/horse-bits/snaffle,/horse/bits/snaffle,ai-suggested,high,"Snaffle is a specific type of horse bit. The existing /horse/bits category is the perfect parent, and adding /horse/bits/snaffle as a subcategory follows the established pattern of categorizing equipment by type (similar to how boots are broken down into bell-boots, jumping, etc.)",yes
/collections/horse-bits/trust,/horse/bits/trust,ai-suggested,high,Trust is a brand that manufactures horse bits. The URL structure suggests a brand-specific collection within bits. Creating /horse/bits/trust as a brand subcategory under the existing /horse/bits category maintains logical hierarchy and matches common e-commerce patterns for brand filtering.,yes
/collections/horse-bits/bit,/horse/bits,ai-suggested,high,The URL segments 'horse-bits/bit' clearly indicate horse bits/bridle bits. The existing category '/horse/bits' is a perfect match for this product type.,no
/collections/horse-bits/bombers-bits,/horse/bits/bombers,ai-suggested,high,"Bombers is a well-known brand specializing in horse bits. The existing /horse/bits category covers horse bits generally, and adding a brand-specific subcategory /bombers follows logical product hierarchy for organizing bits by manufacturer.",yes
/collections/horse-riding-apparel/hats-and-caps,/clothing/accessories/caps,ai-suggested,high,"The old URL 'horse-riding-apparel/hats-and-caps' refers to rider apparel worn by people. The existing path /clothing/accessories/caps already exists and is the perfect match for hats and caps worn by riders. While /clothing/accessories/hats also exists, caps is more specific to the original URL segment.",no
/collections/horse-riding-apparel/kunkle-gloves,/rider/gloves,ai-suggested,high,Kunkle is a brand that makes riding gloves. The old URL segment 'horse-riding-apparel' combined with 'kunkle-gloves' indicates riding gloves worn by riders. The existing /rider/gloves category is the perfect match for this product type.,no
/collections/horse-riding-apparel/roeckl-gloves,/rider/gloves,ai-suggested,high,"Roeckl is a well-known riding gloves brand. The URL contains 'horse-riding-apparel' and 'roeckl-gloves', which maps to rider gloves. Rider gloves are already an existing category and are worn by the rider, not the horse.",no
/collections/horse-riding-apparel/stetson-hats,/clothing/accessories/hats,ai-suggested,high,Stetson hats are riding apparel accessories. The existing path /clothing/accessories/hats is the perfect match for branded hats worn by riders.,no
/collections/horse-riding-apparel/equiline-breeches,/clothing/womens/breeches,ai-suggested,high,"Equiline breeches are riding apparel (breeches). The existing path /clothing/womens/breeches is the perfect match for this product category, as breeches are a core equestrian clothing item and Equiline is a popular brand. The 'horse-riding-apparel' segment confirms this is clothing for riders.",no
/collections/horse-riding-apparel/gloves,/rider/gloves,exact-match,high,Already in redirects CSV,no
/collections/horse-riding-apparel/childrens-breeches,/clothing/kids/breeches,ai-suggested,high,"The URL contains 'childrens-breeches' which directly maps to the existing '/clothing/kids/breeches' category. Children's riding apparel belongs under the clothing top-level category, and there is already an established kids/breeches subcategory.",no
