product_id,handle,title,vendor,product_type,bullet_1,bullet_2,bullet_3,confidence_score,generated_date,needs_review,reasoning
gid://shopify/Product/7989661958436,book-stephen-irwin-contention,Book Stephen Irwin Contention,Ascot Saddlery,RIDER: Giftware,"Set in modern-day Australia, explore the thrilling world of thoroughbred racing.",Stephen Irwin's debut novel reveals the gritty reality of racing injustices.,Experience the adrenaline and seduction of a king's sport through vivid storytelling.,95,2026-01-30T11:09:29.006Z,false,"The bullet points focus on the unique aspects of the book, such as its setting, the author's debut, and the specific themes of racing and seduction, which differentiate it from other novels."
gid://shopify/Product/7989662023972,book-stephen-irwin-providence,Book Stephen Irwin Providence,Ascot Saddlery,RIDER: Giftware,Explore horse racing's first venture into cloning drama.,Billionaire Howard Irwin clones 21 legendary racehorses.,"Follow trainers in a high-stakes, televised competition.",95,2026-01-30T11:09:29.006Z,false,"The bullet points focus on the unique aspects of the book: the unprecedented cloning of racehorses, the involvement of a billionaire, and the reality TV show format. These elements are specific and set the book apart from typical horse racing narratives."
gid://shopify/Product/7989662155044,book-stephen-irwin-retribution,Book Stephen Irwin Retribution,Ascot Saddlery,RIDER: Giftware,Engaging plot: Follow Logan Weston from Aussie underdog to top UK trainer.,Thrilling reality TV twist: Trainers race clones of legendary racehorses.,Intrigue and manipulation: US billionaire Howard Irwin's high-stakes game.,95,2026-01-30T11:09:29.006Z,false,"The bullet points focus on the unique aspects of the book's plot, such as the protagonist's journey, the innovative concept of racing cloned horses, and the billionaire's manipulative tactics, which are key selling points for potential readers."
gid://shopify/Product/7989662187812,book-stephen-irwin-untouchable,Book Stephen Irwin Untouchable,Ascot Saddlery,RIDER: Giftware,Engaging narrative set in the thrilling world of horse racing.,Features complex characters like Ricco Diangelo and Piper Worthington Jones.,Explores themes of deceit and ambition in a high-stakes environment.,85,2026-01-30T11:09:29.006Z,false,"The bullet points highlight specific characters and themes that set the book apart, focusing on its unique narrative and context within the horse racing industry."
gid://shopify/Product/7989662220580,boot-hooks-pair,Boot Hooks Pair,Ascot Saddlery,FOOTWEAR: Equestrian Footwear,Steel wire shanks ensure durability and strength for pulling boots.,"Wooden handles provide a comfortable, non-slip grip during use.",Designed for easy insertion into boot pull straps for quick wear.,95,2026-01-30T11:09:29.006Z,false,"The bullet points focus on the specific materials and design features like steel wire shanks and wooden handles, which are key differentiators for the product. These details are directly extracted from the product description, ensuring accuracy and relevance."
gid://shopify/Product/7989662253348,boot-jack-beetle-cast-iron-black,Boot Jack Beetle Cast Iron Black,Ascot Saddlery,FOOTWEAR: Equestrian Footwear,Heavy cast iron ensures durability for long-lasting use.,"Ornamental beetle design adds a unique, stylish touch.","Ideal for effortless boot removal, saving time and effort.",95,2026-01-30T11:09:29.006Z,false,"The bullet points focus on the specific materials (cast iron) and design (ornamental beetle) that differentiate the product, as well as its practical benefit (effortless boot removal)."
gid://shopify/Product/7989662417188,boot-jack-plastic-brown,Boot Jack Plastic Brown,Ascot Saddlery,FOOTWEAR: Equestrian Footwear,Heavy-duty plastic ensures durability and long-lasting use.,Rubber throat provides enhanced grip for effortless boot removal.,Compact design fits easily in your tack room or boot bag.,95,2026-01-30T11:09:29.006Z,false,"The bullet points highlight the material (heavy-duty plastic), the specific feature (rubber throat for grip), and the practical benefit (compact design for storage), which are unique and measurable aspects of the product."
gid://shopify/Product/7989662449956,boot-jack-wooden,Boot Jack Wooden,Ascot Saddlery,FOOTWEAR: Equestrian Footwear,Crafted from durable solid pinewood for long-lasting use,Genuine leather lined heel slot prevents scuffing,Ideal for easy removal of equestrian footwear,95,2026-01-30T11:09:29.006Z,false,"The bullet points focus on the specific materials used (solid pinewood, genuine leather) and their benefits, such as durability and protection. These details are unique and important for the product's function and appeal."
gid://shopify/Product/7989662548260,boot-trees-plastic-stc,Boot Trees Plastic Stc,Ascot Saddlery,FOOTWEAR: Equestrian Footwear,Automated spring steel tensioners maintain boot shape effortlessly.,Curved plastic calf moulds retract for easy insertion and removal.,Pull up mechanism ensures a snug fit within various boot sizes.,95,2026-01-30T11:09:29.006Z,false,"The bullet points highlight specific features like the automated spring steel tensioners, curved plastic calf moulds, and the pull up mechanism, which are unique selling points of this product. These features are concrete and measurable, directly extracted from the description, and provide clear benefits to the user."
gid://shopify/Product/7989662646564,bot-egg-knife,Bot Egg Knife,Ascot Saddlery,STABLE: Wormers,Ergonomic shape reaches all bot egg areas effortlessly,Safe design prevents gouging during use,Versatile for grooming mane and tail trimming,95,2026-01-30T11:09:29.006Z,true,"The bullet points focus on the knife's specific design features and versatility, which are key differentiators. The product's ability to reach all areas, avoid gouging, and be used for grooming are unique benefits highlighted in the description."
gid://shopify/Product/7989662744868,bowl-dog-beco-printed-grey,Bowl Beco Printed Grey,Ascot Saddlery,Dog Accessories,"Crafted from bamboo, absorbs 35x more carbon than trees.",Compostable cornstarch polymers offer plastic-like strength.,"Rice husks and bamboo blend for a durable, eco-friendly bowl.",95,2026-01-30T11:09:29.006Z,false,"The bullet points highlight the specific materials used in the bowl's construction, emphasizing its sustainability and durability. These details are unique to the product and align with the provided description, making them compelling features for eco-conscious consumers."
gid://shopify/Product/7989662777636,bowl-dog-beco-printed-midnight-blue,Bowl Beco Printed Midnight Blue,Ascot Saddlery,Dog Accessories,"Made from bamboo, absorbs 35x more carbon than trees.",Blended with rice husks for enhanced durability.,Compostable cornstarch offers plastic-like strength.,95,2026-01-30T11:09:29.006Z,false,"The bullet points highlight the unique materials and environmental benefits, such as bamboo's carbon absorption, the use of rice husks for durability, and the compostable nature of cornstarch. These features differentiate the bowl from typical plastic alternatives."
gid://shopify/Product/7989662875940,bowl-dog-beco-printed-save-the-waves,Bowl Beco Printed Save The Waves,Ascot Saddlery,Dog Accessories,"Made from bamboo, absorbs 35x more carbon than trees.",Compostable cornstarch offers plastic-like strength.,Reinforced with rice husks for added durability.,95,2026-01-30T11:09:29.006Z,false,"The bullet points focus on the eco-friendly materials and their specific benefits, such as carbon absorption and compostability, which are key differentiators of this product."
gid://shopify/Product/7989663039780,bowl-double-diner-adjustable,Bowl Double Diner Adjustable,Ascot Saddlery,Dog Accessories,Height adjustable stand up to 43cm for easy access.,Includes two 1.8L stainless steel bowls for durability.,Available in sizes up to 2 x 4 litres for larger dogs.,95,2026-01-30T11:09:29.006Z,false,"The bullet points focus on the adjustable height feature, the material of the bowls, and the available sizes, which are specific and measurable features that differentiate this product."
gid://shopify/Product/7989663203620,bowl-plastic-double-k9,Bowl Plastic Double K9,Ascot Saddlery,Cat Accessories,Durable plastic construction ensures long-lasting use.,Compact size: L25cm x W13.5cm x H5cm fits any space.,Available in five vibrant colours to match your decor.,95,2026-01-30T11:09:29.006Z,false,"The bullet points highlight the product's durability, specific dimensions, and colour options, which are key features that differentiate it from other bowls. These details are extracted directly from the product description, ensuring accuracy and relevance."
gid://shopify/Product/7989663236388,bowl-plastic-square-k9-16cm-small,Bowl Plastic Square K9 16cm Small,Ascot Saddlery,Dog Accessories,Compact 16cm size ideal for small dogs and puppies.,"Available in vibrant colours: black, blue, purple, red.",Durable plastic construction for everyday use.,95,2026-01-30T11:09:29.006Z,false,"The bullet points focus on the specific size, colour options, and material of the product, which are the key differentiators and relevant details provided in the description. These points are concrete and measurable, adhering to the task requirements."
gid://shopify/Product/7989663301924,bowl-plastic-square-k9-24cm-large,Bowl Plastic Square K9 24cm Large,Ascot Saddlery,Dog Accessories,Durable plastic construction for long-lasting use,"Available in five vibrant colours: black, blue, pink, purple, red",Generous 24cm size ideal for large dog breeds,95,2026-01-30T11:09:29.006Z,false,"The product is a large, 24cm plastic dog bowl, available in multiple colours. The description highlights its size and material, which are key features for potential buyers. These aspects are emphasized in the bullet points, aligning with the task requirements."
gid://shopify/Product/7989663432996,bowl-slow-feed-skid-stop,Bowl Slow Feed Skid Stop,Ascot Saddlery,Dog Accessories,400ml capacity ideal for medium-sized dogs to prevent bloat.,"Rubbery base ensures stability, preventing spills and mess.",Dishwasher safe and rust-resistant for easy cleaning.,95,2026-01-30T11:09:29.006Z,false,"The bullet points focus on the specific features of the bowl, such as its capacity, stability, and ease of cleaning, which are key selling points for potential buyers. These details are directly extracted from the product description."
gid://shopify/Product/7989663564068,bracelet-on-the-bit-black,Bracelet On The Bit Black,Ascot Saddlery,RIDER: Giftware,Crafted from full grain leather for durability and style,Equestrian hardware designed by English Saddler Claire Painter,Padded leather offers enhanced comfort and chic appeal,95,2026-01-30T11:09:29.006Z,false,"The bullet points focus on the specific materials, design, and craftsmanship details that set this bracelet apart, such as the full grain leather, the designer's credentials, and the padded leather feature."
gid://shopify/Product/7989663596836,bracelet-on-the-bit-deep-turquoise,Bracelet On The Bit Deep Turquoise,Ascot Saddlery,RIDER: Giftware,Crafted with full grain leather for durability and style,Equestrian inspired hardware adds a touch of elegance,"Designed by English Saddler Claire Painter, 8 3/4"" length",95,2026-01-30T11:09:29.006Z,false,"The bullet points highlight the specific materials, design inspiration, and the designer's credentials, which are unique features of the product. These details differentiate the bracelet from generic alternatives and appeal to the target audience."
gid://shopify/Product/7989663695140,bowl-securapet-stainless-steel,Bowl Securapet Stainless Steel,Ascot Saddlery,Dog Accessories,Heavy gauge stainless steel ensures durability and hygiene.,Unique snap-fit fixture for easy attachment and removal.,"Available in 300 ml, 600 ml, and 900 ml sizes for all pet needs.",95,2026-01-30T11:09:29.006Z,false,"The bullet points focus on the specific features such as material, fixture design, and size options, which are key differentiators of the product."
gid://shopify/Product/7989663727908,bracelet-on-the-bit-havana-vivacious,Bracelet On The Bit Havana Vivacious,Ascot Saddlery,RIDER: Giftware,Crafted from full grain leather for lasting durability,Designed by English Saddler Claire Painter for authenticity,Padded leather offers added style and comfort,95,2026-01-30T11:09:29.006Z,false,"The bullet points focus on the specific materials, design, and comfort features that differentiate the bracelet, aligning with the product description details."
gid://shopify/Product/7989663760676,bracelet-on-the-bit-oak-havana,Bracelet On The Bit Oak Havana,Ascot Saddlery,RIDER: Giftware,Full grain leather offers durability and a classic look.,Equestrian inspired hardware adds a stylish touch.,Designed by English Saddler Claire Painter for authenticity.,95,2026-01-30T11:09:29.006Z,false,"The bullet points focus on the specific materials, design elements, and designer credentials that differentiate this bracelet. These details directly relate to the product's unique features and benefits, providing clear and specific information to potential buyers."
gid://shopify/Product/7989663891748,bracelet-stirrup-black,Bracelet Stirrup Black,Ascot Saddlery,RIDER: Jewellery,Full grain leather for durability and timeless style,English stirrup closure adds equestrian flair,"Designed by Claire Painter, renowned English Saddler",95,2026-01-30T11:09:29.006Z,false,"The bullet points highlight the specific materials, design inspiration, and designer credentials that set this bracelet apart. These details are extracted directly from the product description, ensuring accuracy and relevance to potential buyers."
gid://shopify/Product/7989663924516,bracelet-stirrup-havana,Bracelet Stirrup Havana,Ascot Saddlery,RIDER: Jewellery,Crafted from full grain leather for durability and elegance,English stirrup closure adds a unique equestrian flair,Designed by English Saddler Claire Painter for authenticity,95,2026-01-30T11:09:29.006Z,false,"The bullet points focus on the specific materials, design influences, and craftsmanship details that make the bracelet unique and appealing to equestrian enthusiasts. These features are directly extracted from the product description."
gid://shopify/Product/7989664055588,brad-lugging-bit-stainless-steel-12-5cm-5-0,"Brad Lugging Bit Stainless Steel 12.5cm 5.0""",Ascot Saddlery,HORSE: Bits,Precision 12.5cm design for optimal horse jaw fit,Stainless steel construction ensures durability,Immediate response to prevent horse lugging,95,2026-01-30T11:09:29.006Z,false,"The bullet points focus on the specific features of the bit's size, material, and functional design, which are key differentiators for this product."
gid://shopify/Product/7989664121124,braided-lead-rope,Lead Braided Rope Zilco,Ascot Saddlery,HORSE: Leads & Snap Hooks,2.5m length for optimal control and flexibility,19mm nickel plate snap for secure attachment,"Available in stylish colour combos: Blue/Black, Lavender/Black, Green/Black",95,2026-01-30T11:09:29.006Z,false,"The bullet points highlight the specific features such as the length, snap size, and colour options that differentiate this lead rope. These details are directly extracted from the product description, providing clear and measurable benefits to the buyer."
gid://shopify/Product/7989664252196,braided-soft-polypropylene-two-tone-lead-2-5mt-black-silver,Lead Braided Soft Polypropylene Two Tone Lead 2.5mt Black & Silver,Ascot Saddlery,HORSE: Leads & Snap Hooks,2.5m length for optimal control and flexibility,25mm matt nickel plated snap for secure attachment,Soft braided polypropylene for comfort and durability,95,2026-01-30T11:09:29.006Z,false,"The bullet points highlight the specific materials and measurements of the lead, such as the 2.5m length, 25mm snap, and soft braided polypropylene, which are key differentiators for potential buyers."
gid://shopify/Product/7989664284964,braided-rose-shine-lead-elt-2mt-black,Lead Braided Rose Shine Elt 2mt Black,Ascot Saddlery,HORSE: Leads & Snap Hooks,2.0m length provides optimal control and flexibility.,Features elegant rose gold or silver fittings for a stylish touch.,Crafted for durability with high-quality braided material.,95,2026-01-30T11:09:29.006Z,false,"The bullet points focus on the specific features of the lead rope, such as its length, the choice of rose gold or silver fittings, and the quality of the braided material. These details are directly extracted from the product description, making them concrete and measurable."
gid://shopify/Product/7989664317732,braided-soft-polypropylene-two-tone-lead-2-5mt-lime-dark-green,Lead Braided Soft Polypropylene Two Tone Lead 2.5mt Lime & Dark Green,Ascot Saddlery,HORSE: Leads & Snap Hooks,2.5m length offers optimal control and flexibility.,25mm matt nickel plated snap ensures secure attachment.,Soft braided polypropylene provides comfort and durability.,95,2026-01-30T11:09:29.006Z,false,"The bullet points highlight the specific features like length, snap size, and material, which are key differentiators for the product. These details are extracted directly from the description, ensuring they are accurate and relevant."
gid://shopify/Product/7989664383268,braided-soft-polypropylene-two-tone-lead-2-5mt-pink-black,Lead Braided Soft Polypropylene Two Tone Lead 2.5mt Pink & Black,Ascot Saddlery,HORSE: Leads & Snap Hooks,2.5m length provides optimal control and flexibility for leading.,19mm nickel plate snap ensures secure attachment and durability.,Soft braided polypropylene offers comfort and strength in pink/black.,95,2026-01-30T11:09:29.006Z,false,"The bullet points focus on the specific features such as the length, the material of the snap, and the comfort and strength of the polypropylene material. These details are extracted directly from the product description and highlight the unique aspects of the lead."
gid://shopify/Product/7989664514340,braided-soft-polypropylene-two-tone-lead-2-5mt-royal-navy,Lead Braided Soft Polypropylene Two Tone Lead 2.5mt Royal & Navy,Ascot Saddlery,HORSE: Leads & Snap Hooks,2.5m length provides optimal control and flexibility.,Soft braided polypropylene for comfortable handling.,25mm matt nickel plated snap ensures secure attachment.,95,2026-01-30T11:09:29.006Z,false,"The bullet points highlight the specific features of the lead, such as its length, material, and snap quality, which are key differentiators for potential buyers. The details are extracted directly from the product description, ensuring accuracy and relevance."
gid://shopify/Product/7989664678180,breastplate-pressure-pad,Breastplate Pressure Pad,Ascot Saddlery,HORSE: Breastplates & Martingales,Zilco waffle outer offers exceptional wear resistance.,Washable synthetic fleece lining prevents rubbing.,Three adjustable hook and loop straps for secure fit.,95,2026-01-30T11:09:29.006Z,false,"The bullet points highlight the specific materials and features such as the Zilco waffle outer, synthetic fleece lining, and adjustable straps, which are key differentiators for the product."
gid://shopify/Product/7989664809252,braided-soft-polypropylene-two-tone-lead-2-5mt-red-black,Lead Braided Soft Polypropylene Two Tone Lead 2.5mt Red & Black,Ascot Saddlery,HORSE: Leads & Snap Hooks,2.5m length for optimal control during walks,Durable 25mm matt nickel plated snap hook,Soft braided polypropylene for comfort and grip,95,2026-01-30T11:09:29.006Z,false,"The bullet points focus on the specific features of the lead, such as its length, the material of the snap hook, and the comfort of the braided polypropylene, which are key differentiators for this product."
gid://shopify/Product/7989664940324,braided-soft-polypropylene-two-tone-lead-2-5mt-yellow-lemon,Lead Braided Soft Polypropylene Two Tone Lead 2.5mt Yellow & Lemon,Ascot Saddlery,HORSE: Leads & Snap Hooks,2.5m length offers optimal control and flexibility.,Soft braided polypropylene ensures comfort and durability.,25mm matt nickel snap provides secure attachment.,95,2026-01-30T11:09:29.006Z,false,"The bullet points highlight the specific material, length, and hardware details that differentiate this lead, aligning with the product description."
gid://shopify/Product/7989665431844,breyer-activity-marina-bath-time-colour-change-merpony,Marina Bath Time Colour Change Merpony Breyer Horse Toy,Ascot Saddlery,RIDER: Giftware,"Colour-changing spots, hooves, mane, and tail in warm water",Includes detachable mermaid tail blanket for post-bath fun,"Comes with crown, spray bottle, and hairbrush for styling",95,2026-01-30T11:09:29.006Z,false,"The bullet points highlight the unique interactive features of the toy, such as the colour-changing aspect and the included accessories that enhance playtime, which are specific and measurable features."
gid://shopify/Product/7989665628452,breyer-freedom-black-stallion-horse-book-set,Freedom Edition Breyer Black Stallion Horse Toy & Book Set,Ascot Saddlery,RIDER: Giftware,1:12 scale model captures intricate details for realistic play.,Includes classic 1941 novel for a complete storytelling experience.,"Recommended for ages 8+, perfect for young equestrian enthusiasts.",95,2026-01-30T11:09:29.006Z,false,"The bullet points focus on the specific features of the product: the scale of the model, inclusion of the novel, and the age recommendation. These details are directly extracted from the product description and highlight its unique aspects, such as the combination of a toy and a book, making it appealing to both collectors and young readers."
gid://shopify/Product/7989665726756,breyer-freedom-cora-mermaid-of-the-sea,"Breyer Horse Toy - Freedom Cora, Mermaid Of The Sea",Ascot Saddlery,RIDER: Giftware,1:12 scale model captures intricate mermaid scales detail.,Pearly pastel coat transitions from pinky purple to inky blue.,Gold hooves add a touch of elegance to Cora's oceanic theme.,95,2026-01-30T11:09:29.006Z,false,"The bullet points focus on the unique visual features and scale of the toy, highlighting its distinct mermaid theme and aesthetic appeal, which are key selling points for collectors and children."
gid://shopify/Product/7989665956132,breyer-freedom-jet-english-rider-charlotte,Charlotte English Rider With Breyer Freedom Jet Horse Toy,Ascot Saddlery,RIDER: Giftware,"Includes 5.75"" English rider figure with detailed costume and equipment.",Features a black Thoroughbred with realistic black and navy mane.,Comes with a brush for grooming the horse's mane and tail.,95,2026-01-30T11:09:29.006Z,false,"The bullet points focus on specific features of the toy set like the rider's size, the horse's detailed appearance, and the included grooming accessory, which are unique selling points not commonly found in all horse toy sets."
gid://shopify/Product/7989666054436,breyer-freedom-deluxe-country-stable-horse-wash-stall,"Deluxe Country Stable, Horse & Wash Stall Breyer Horse Toy",Ascot Saddlery,RIDER: Giftware,Includes 1:12 scale buckskin Quarter Horse for realistic play.,Features a sliding wash stall with swinging hose for easy grooming.,"15"" L x 9.5"" W x 7.5"" H stable with hinged roof for easy access.",95,2026-01-30T11:09:29.006Z,false,"The bullet points highlight specific features such as the scale of the horse, the sliding wash stall, and the dimensions of the stable, which are unique and measurable aspects of the product. These details differentiate the product and provide clear benefits to potential buyers."
gid://shopify/Product/7989666152740,breyer-mane-beauty-styling-head-blaze,Breyer Beauty Styling Head With Blaze Mane Horse Toy,Ascot Saddlery,RIDER: Giftware,"Features a long, silky black mane for creative styling fun.",Realistic sculpt captures the inspiring beauty of horses.,Encourages imaginative play with diverse colour ways.,95,2026-01-30T11:09:29.006Z,false,"The bullet points focus on the specific features of the product, such as the long, silky black mane, realistic sculpt, and diverse colour options, which are unique selling points that differentiate this toy from others."
gid://shopify/Product/7989666218276,breyer-mane-beauty-styling-head-daybreak,Breyer Horse Toy Daybreak Mane Beauty Styling Head,Ascot Saddlery,RIDER: Giftware,"Features a long, silky white mane for endless styling fun.",Realistic sculpt captures the inspiring beauty of horses.,Perfect for creating and grooming magnificent braids.,95,2026-01-30T11:09:29.006Z,false,"The bullet points focus on the unique features of the product, such as the long, silky mane, realistic sculpt, and the ability to create braids, which are specific and measurable aspects that differentiate this toy from others."
gid://shopify/Product/7989666382116,breyer-mane-beauty-styling-head-sunset,Styling Head Sunset Mane Beauty Breyer Horse Toy,Ascot Saddlery,RIDER: Giftware,"Features a long, silky blonde mane for endless styling fun.",Realistic sculpt and vibrant colours inspire creative play.,Encourages imaginative grooming with diverse styling options.,95,2026-01-30T11:09:29.006Z,false,"The bullet points focus on the specific features of the toy, such as the long, silky mane, realistic sculpt, and vibrant colours, which are key selling points that differentiate this product from other horse toys. These features are directly extracted from the product description, ensuring accuracy and relevance."
gid://shopify/Product/7989666611492,breyer-stablemates-herald-carousel-ornament,Herald Carousel Ornament Breyer Stablemates Horse Toy,Ascot Saddlery,RIDER: Giftware,Features a 'jumper' design with all four legs off the platform.,"Compact size at 5.75""L x 2""W x 5.75""H, perfect for display.","Exclusive to Australia, available only at Ascot Saddlery.",95,2026-01-30T11:09:29.006Z,false,"The bullet points focus on the unique 'jumper' design, specific dimensions for display suitability, and the product's exclusivity to the Australian market through Ascot Saddlery. These aspects are distinctive and align with the task requirements."
gid://shopify/Product/7989666677028,breyer-stablemates-hospital-deluxe-animal,Deluxe Animal Hospital Stablemates Breyer Horse Toy,Ascot Saddlery,RIDER: Giftware,Features sliding doors and flip open roof for interactive play,"Includes 1:32 scale Quarter Horse mare, foal, and more",Comes with exam rooms and grooming centre for realistic care,95,2026-01-30T11:09:29.006Z,false,"The bullet points highlight specific features like the sliding doors and flip open roof, the inclusion of multiple animal figures at a 1:32 scale, and the detailed play areas like exam rooms and grooming centre, which are unique selling points of this toy set."
gid://shopify/Product/7989666840868,breyer-stablemates-rocking-horse-santa-ornament,Santa On Rocking Horse Breyer Horse Toy Ornament,Ascot Saddlery,RIDER: Giftware,Features a self-standing design for easy tabletop display.,Includes a palomino pinto rocking horse with Santa and teddy bear.,Captures nostalgic charm with a colourful pile of gifts.,95,2026-01-30T11:09:29.006Z,false,"The bullet points highlight the unique design, nostalgic elements, and specific characters included in the ornament, distinguishing it from generic holiday decorations."
gid://shopify/Product/7989666939172,breyer-stablemates-singles-andalusian,Single Figure Breyer Andalusian Stablemates Horse Toy,Ascot Saddlery,RIDER: Giftware,"Features a detailed Andalusian horse model, ideal for collectors.",Compact size perfect for on-the-go play or display at 1:32 scale.,Captures the elegance and intelligence of the Andalusian breed.,95,2026-01-30T11:09:29.006Z,false,"The bullet points focus on the specific features of the toy, such as its detailed design, compact size, and representation of the Andalusian breed's characteristics. These are unique aspects that differentiate it from other horse toys."
gid://shopify/Product/7989667004708,breyer-stablemates-singles-appaloosa-sport-horse,Sport Horse Appaloosa Single In Stablemates Line Breyer Horse Toy,Ascot Saddlery,RIDER: Giftware,Hand-painted with intricate Appaloosa spots for realistic detail,Compact Stablemates size ideal for collectors and play,Captures the athletic build of Olympic-level sport horses,95,2026-01-30T11:09:29.006Z,false,"The product description highlights the hand-painted detail, the specific breed characteristics, and the model's size, which are unique features that differentiate this toy from others."
gid://shopify/Product/7989667234084,breyer-stablemates-singles-morgan,Single Breyer Morgan Stablemates Horse Toy,Ascot Saddlery,RIDER: Giftware,Hand-painted with intricate Breyer detailing for realism.,1:32 scale model ideal for collectors and young horse enthusiasts.,"Suitable for children aged 4+, fostering imaginative play.",95,2026-01-30T11:09:29.006Z,false,"The bullet points focus on the hand-painted detail, scale, and age suitability, which are specific and unique features of the product. These aspects differentiate it from generic horse toys, aligning with the product's description and intended audience."
gid://shopify/Product/7989667332388,breyer-stablemates-singles-paint-horse,Breyer Horse Toy - Stablemates Singles Paint Horse,Ascot Saddlery,RIDER: Giftware,Features authentic pinto pattern for realistic play,Compact size perfect for on-the-go imaginative play,Celebrates the unique traits of American Paint Horses,95,2026-01-30T11:09:29.006Z,false,"The product description highlights the unique pinto pattern and structural traits of the American Paint Horse, which are key selling points for a toy designed to mimic this breed. The compact size is inferred from the 'Stablemates Singles' line, known for smaller models."
gid://shopify/Product/7989667430692,breyer-stablemates-singles-mustang,Breyer Horse Toy - Stablemates Singles Mustang,Ascot Saddlery,RIDER: Giftware,Hand-painted details for realistic appearance,Exquisitely sculpted to capture Mustang spirit,Compact size ideal for easy display and play,95,2026-01-30T11:09:29.006Z,false,"The product description highlights the hand-painted and sculpted features, which are specific and unique selling points. The compact size is inferred as beneficial for display and play, aligning with the product's collectible nature."
gid://shopify/Product/7989667954980,breyer-traditional-american-paint-steele,Steele Model American Paint Breyer Horse Toy,Ascot Saddlery,RIDER: Giftware,1:9 scale model captures the unique splashy markings of Paint Horses.,"Ideal for ages 8+, fostering interest in American equestrian history.",Perfect for collectors and enthusiasts of distinctive horse breeds.,95,2026-01-30T11:09:29.006Z,false,"The bullet points focus on the unique scale, age recommendation, and historical significance, which are specific features highlighted in the description. These details differentiate the product from other horse toys."
gid://shopify/Product/7989668348196,breyer-traditional-bridle-dressage,Breyer Horse Toy Classic Dressage Bridle,Ascot Saddlery,RIDER: Giftware,Elegant black bridle with contrasting white accents.,Perfectly fits Breyer Classic scale model horses.,Ideal for dressage enthusiasts and collectors.,95,2026-01-30T11:09:29.006Z,false,"The bullet points highlight specific features such as the colour scheme and compatibility with Breyer Classic scale model horses, which are key selling points for collectors and dressage enthusiasts."
gid://shopify/Product/7989668380964,breyer-traditional-barn-red-two-stall,Red Traditional Two Stall Barn Breyer Horse Toy,Ascot Saddlery,RIDER: Giftware,Natural wood construction for durability and classic appeal,Includes functional Dutch doors and sliding doors for realistic play,Removable roof offers easy access for interactive horse play,95,2026-01-30T11:09:29.006Z,false,"The bullet points highlight specific features such as the natural wood material, functional Dutch and sliding doors, and the removable roof, which are unique selling points of the product. These details are extracted directly from the product description, ensuring accuracy and relevance."
gid://shopify/Product/7989668413732,breyer-traditional-bridle-jump,Traditional Edition Breyer Bridle Jump Horse Toy,Ascot Saddlery,RIDER: Giftware,Fully adjustable for a perfect fit on various toy horses.,Standard snaffle design mimics real equestrian gear.,Ideal for Breyer horse enthusiasts and collectors.,95,2026-01-30T11:09:29.006Z,false,"The bullet points focus on the adjustability, design, and target audience of the toy bridle, which are specific features that differentiate it from generic toy horse accessories. The product's price and vendor details were not unique features for bullet points."
gid://shopify/Product/7989668610340,breyer-traditional-bridle-western-show,Traditional Western Show Bridle Breyer Horse Toy,Ascot Saddlery,RIDER: Giftware,Authentic Western Show Bridle for Breyer horse models.,Perfectly complements Breyer horse toys for realistic play.,Designed exclusively for use in Australia by Ascot Saddlery.,85,2026-01-30T11:09:29.006Z,false,"The product is a toy accessory specifically for Breyer horse models, designed for realistic play. Its exclusivity to Australia is a unique selling point. The description lacks specific material or technological details, limiting the specificity of features."
gid://shopify/Product/7989668708644,breyer-traditional-doll-cowboy-austin,Austin Cowboy Traditional Doll Breyer Horse Toy,Ascot Saddlery,RIDER: Giftware,Fully articulated doll for dynamic play and posing.,"Includes detailed attire: jeans, chaps, cowboy hat, boots.",Perfect for rodeo-themed adventures and storytelling.,90,2026-01-30T11:09:29.006Z,false,"The bullet points focus on the doll's articulation, detailed clothing, and thematic play potential, which are specific features mentioned in the description."
gid://shopify/Product/7989668872484,breyer-traditional-doll-cowgirl-taylor,Traditional Style Breyer Horse Toy With Taylor Cowgirl Doll,Ascot Saddlery,RIDER: Giftware,"8"" articulated Taylor doll with contemporary face and hairstyle","Includes Western show shirt, hat, belt buckle, and fringed chaps",Perfectly sized for Breyer's Traditional horse figures,95,2026-01-30T11:09:29.006Z,false,"The bullet points highlight the specific features of the Taylor doll, including its size, articulation, and detailed accessories, which are key selling points for collectors and enthusiasts."
gid://shopify/Product/7989668905252,breyer-traditional-doll-dressage-megan,Dressage Megan Doll From Breyer Horse Toy,Ascot Saddlery,RIDER: Giftware,"8"" figure with contemporary face and new hairstyle",Outfitted in formal shadbelly with U.S. Equestrian Team crest,Includes white breeches and black boots for authentic look,95,2026-01-30T11:09:29.006Z,false,"The bullet points highlight specific features such as the figure's size, updated design elements, and detailed attire, which are unique selling points for collectors and enthusiasts."
gid://shopify/Product/7989669134628,breyer-traditional-doll-nico-polo-player,Nico the Polo Player - A Breyer Horse Toy,Ascot Saddlery,RIDER: Giftware,Colour-coordinated polo shirt and helmet for authentic style,Includes mallet and ball for realistic polo play,Tall brown boots and knee guards for added safety detail,95,2026-01-30T11:09:29.006Z,false,"The bullet points focus on specific features such as the coordinated outfit, included accessories, and safety gear, which are unique to this toy and enhance its realism and play value."
