shopify_id,handle,title,vendor,current_type,suggested_type,confidence,validation_status,reasoning,alternative_types,cat_title,cat_slug,current_canonical_url,proposed_canonical_url,redirect_required,redirect_from,redirect_to,tags,collections,model_used,vision_escalated,suggested_brand_handles
gid://shopify/Product/6940423422033,trust-2-5-ring-eggbutt-leather,Trust 2.5 Ring Eggbutt Leather,Trailrace Equestrian Outfitters,Bits,Bits,100,auto,"The product is clearly a type of bit, specifically an eggbutt bit, as indicated by the title, description, and tags. The canonical collection hint 'horse/bits' and the current type 'Bits' further confirm this classification.",,Horse > Bits,/horse/bits,/horse/bits/trust-2-5-ring-eggbutt-leather,/horse/bits/trust-2-5-ring-eggbutt-leather,no,,,australia only; bit; eggbutt; EOFY22; Equestrian,trailrace-equestrian-outfitters; globo_basis_collection,gpt-4o,no,
gid://shopify/Product/6940423454801,tom-thumb-stainless-steel,Tom Thumb Stainless Steel,Trailrace Equestrian Outfitters,Bits,Bits,100,auto,"The product is clearly identified as a 'Tom Thumb' bit, which is a type of horse bit. The title, tags, and description all support this classification. The canonical collection hint 'horse/bits' further confirms this.",,Horse > Bits,/horse/bits,/horse/bits/tom-thumb-stainless-steel,/horse/bits/tom-thumb-stainless-steel,no,,,australia only; bit; extra small pony (9cm); pony (11.5cm); tom thumb,trailrace-equestrian-outfitters; globo_basis_collection,gpt-4o,no,
gid://shopify/Product/6940423487569,trust-2-5-ring-inno-sense-mullen-port-hard,Trust 2.5 Ring Inno Sense Mullen Port - Hard,Trailrace Equestrian Outfitters,Bits,Bits,95,auto,"The product is a type of bit, as indicated by the title 'Trust 2.5 Ring Inno Sense Mullen Port - Hard' and the tags including 'Bit'. The canonical collection hint 'horse/bits' further supports this classification.",,Horse > Bits,/horse/bits,/horse/bits/trust-2-5-ring-inno-sense-mullen-port-hard,/horse/bits/trust-2-5-ring-inno-sense-mullen-port-hard,no,,,2.5 ring; australia only; Bit; EOFY22; Port Hard,trailrace-equestrian-outfitters; globo_basis_collection,gpt-4o,no,
gid://shopify/Product/6940423520337,trust-2-5-ring-jointed,Trust 2.5 Ring Jointed,Trailrace Equestrian Outfitters,Bits,Bits,100,auto,"The product is clearly identified as a bit in the title, tags, and description. The canonical collection hint 'horse/bits' and the current type 'Bits' further confirm this classification.",,Horse > Bits,/horse/bits,/horse/bits/trust-2-5-ring-jointed,/horse/bits/trust-2-5-ring-jointed,no,,,2.5 ring; australia only; bit; EOFY22; jointed,trailrace-equestrian-outfitters; globo_basis_collection,gpt-4o,no,
gid://shopify/Product/6940423553105,trust-2-5-ring-leather,Trust 2.5 Ring Leather,Trailrace Equestrian Outfitters,Bits,Bits,100,auto,"The product is clearly identified as a 'bit' in the title, tags, and description. The canonical collection hint 'horse/bits' and the current type 'Bits' further confirm this classification.",,Horse > Bits,/horse/bits,/horse/bits/trust-2-5-ring-leather,/horse/bits/trust-2-5-ring-leather,no,,,13-5cm; 2.5 ring; australia only; bit; EOFY22,trailrace-equestrian-outfitters; globo_basis_collection,gpt-4o,no,
gid://shopify/Product/6940423651409,trust-baby-pelham-leather,Leather Trust Baby Pelham - High-Quality Equestrian Gear,Trailrace Equestrian Outfitters,Bits,Bits,95,auto,"The product is a 'Trust Baby Pelham' which is a type of bit used in equestrian gear. The title, tags, and description all emphasize its function as a bit, specifically a pelham bit, which falls under the 'Bits' category. The canonical collection hint 'horse/bits' and the current type 'Bits' further support this classification.",Bits - Bit Accessories,Horse > Bits,/horse/bits,/horse/bits/trust-baby-pelham-leather,/horse/bits/trust-baby-pelham-leather,no,,,13-5cm; australia only; baby pelham; EOFY22; Leather Bit,horse-bits; trailrace-equestrian-outfitters; globo_basis_collection,gpt-4o,no,
gid://shopify/Product/6940423716945,trust-curbgag-elliptical,Trust Curbgag Elliptical,Trailrace Equestrian Outfitters,Bits,Bits,100,auto,"The product is clearly identified as a bit in the title, description, and tags. It is a specific type of bit called a 'curbgag elliptical,' which fits under the general category of 'Bits.' The canonical collection hint 'horse/bits' further supports this classification.",,Horse > Bits,/horse/bits,/horse/bits/trust-curbgag-elliptical,/horse/bits/trust-curbgag-elliptical,no,,,australia only; bit; curbgag; elliptical; EOFY22,trailrace-equestrian-outfitters; globo_basis_collection,gpt-4o,no,
gid://shopify/Product/6940423749713,trust-full-cheek-dr-bristol,Full Cheek Trust Dr Bristol Horse Bit,Trailrace Equestrian Outfitters,Bits,Bits,100,auto,"The product is clearly a type of horse bit, specifically a 'Full Cheek Dr Bristol Horse Bit,' as indicated by the title, tags, and collections. The vendor and description further confirm it is a bit, and it is categorized under 'horse-bits.'",,Horse > Bits,/horse/bits,/horse/bits/trust-full-cheek-dr-bristol,/horse/bits/trust-full-cheek-dr-bristol,no,,,australia only; bit; dr bristol; EOFY22; equestrian,horse-bits; trailrace-equestrian-outfitters; on-sale,gpt-4o,no,the-equestrian
gid://shopify/Product/6940423815249,trust-eggbutt-sweet-iron-jointed-locked,Trust Eggbutt Sweet Iron Jointed Locked,Trailrace Equestrian Outfitters,Bits,Bits,100,auto,"The product title, tags, and description all indicate that this is a type of bit, specifically an eggbutt bit. The canonical collection hint 'horse/bits' and the current type 'Bits' further confirm this classification.",,Horse > Bits,/horse/bits,/horse/bits/trust-eggbutt-sweet-iron-jointed-locked,/horse/bits/trust-eggbutt-sweet-iron-jointed-locked,no,,,13-5cm; australia only; Bit; eggbutt; EOFY22,trailrace-equestrian-outfitters; globo_basis_collection,gpt-4o,no,
gid://shopify/Product/6940423880785,trust-full-cheek-gag-flexisoft,Flexisoft Trust Full Cheek Gag for Enhanced Control and Comfortable Riding Experience,Trailrace Equestrian Outfitters,Bits,Bits,100,auto,"The product is clearly identified as a 'Full Cheek Gag' bit in the title and description. It is also part of the 'horse-bits' collection, confirming its classification as a bit. The vendor and tags further support this classification.",,Horse > Bits,/horse/bits,/horse/bits/trust-full-cheek-gag-flexisoft,/horse/bits/trust-full-cheek-gag-flexisoft,no,,,australia only; bit; EOFY22; equestrian; Flexisoft,horse-bits; trailrace-equestrian-outfitters; globo_basis_collection,gpt-4o,no,
gid://shopify/Product/6940423913553,trust-full-cheek-jointed,Trust Full Cheek Jointed,Trailrace Equestrian Outfitters,Bits,Bits,100,auto,"The product is clearly a type of bit, specifically a 'full cheek jointed' bit, as indicated by the title, tags, and description. The canonical collection hint 'horse/bits' and the current type 'Bits' further confirm this classification.",,Horse > Bits,/horse/bits,/horse/bits/trust-full-cheek-jointed,/horse/bits/trust-full-cheek-jointed,no,,,13-5cm; australia only; bit; Bits; EOFY22,trailrace-equestrian-outfitters; globo_basis_collection,gpt-4o,no,
gid://shopify/Product/6940423946321,trust-gag-cheeks,Trust Gag Cheeks,Trailrace Equestrian Outfitters,Bits,Bits - Bit Accessories,90,auto,"The product is described as 'Trust Gag Cheeks' which are used with a 'Trust Gag bit'. This indicates that it is an accessory for bits, specifically gag bits. The canonical collection hint 'horse/bits' and the current type 'Bits' further support this classification.",Bits; Bridle Accessories,Horse > Bits > Bits - Bit Accessories,/horse/bits/accessories,/horse/bits/trust-gag-cheeks,/horse/bits/accessories/trust-gag-cheeks,yes,/horse/bits/trust-gag-cheeks,/horse/bits/accessories/trust-gag-cheeks,australia only; black; brown; EOFY22; equestrian,horse-bits; trailrace-equestrian-outfitters; globo_basis_collection,gpt-4o,no,
gid://shopify/Product/6940424011857,trust-hackamore-combi-long-flexisoft,Trust Hackamore Combi Long Flexisoft,Trailrace Equestrian Outfitters,Bits,Bits,95,auto,"The product is described as a 'hackamore combi' which is a type of bit used in equestrian activities. The canonical collection hint 'horse/bits' and the current type 'Bits' further support this classification. The description details its use and design as a bit, specifically mentioning its leverage and pressure application, which are characteristics of bits.",Bitless Bridle; Bridle; Bridles,Horse > Bits,/horse/bits,/horse/bits/trust-hackamore-combi-long-flexisoft,/horse/bits/trust-hackamore-combi-long-flexisoft,no,,,australia only; bit; combi; EOFY22; equestrian,trailrace-equestrian-outfitters; globo_basis_collection,gpt-4o,no,
gid://shopify/Product/6940424044625,trust-hackamore-combi-long-leather,Trust Hackamore Combi Long Leather,Trailrace Equestrian Outfitters,Bits,Bits,90,auto,"The product is described as a 'Hackamore Combi Long bit' and is categorized under 'horse/bits'. The title and description emphasize its function as a bit, specifically a leather bit, which aligns with the 'Bits' category.",Bitless Bridle; Bridle; Bridles,Horse > Bits,/horse/bits,/horse/bits/trust-hackamore-combi-long-leather,/horse/bits/trust-hackamore-combi-long-leather,no,,,australia only; bit; combi; EOFY22; equestrian,trailrace-equestrian-outfitters; globo_basis_collection,gpt-4o,no,
gid://shopify/Product/6940424077393,trust-hackamore-combi-short-eliptical,Trust Hackamore Combi Short Eliptical,Trailrace Equestrian Outfitters,Bits,Bits,90,auto,"The product is described as a combination of a hackamore and a bit, specifically a 'Hackamore Combi Short bit'. The canonical collection hint 'horse/bits' and the current type 'Bits' further support this classification. The vendor and tags also align with equestrian equipment, specifically bits.",Bitless Bridle; Bridle; Bridles,Horse > Bits,/horse/bits,/horse/bits/trust-hackamore-combi-short-eliptical,/horse/bits/trust-hackamore-combi-short-eliptical,no,,,australia only; bit; combi; elliptical; EOFY22,trailrace-equestrian-outfitters; globo_basis_collection,gpt-4o,no,
gid://shopify/Product/6940424142929,trust-loose-ring-gag-leather,Leather Trust Loose Ring Gag,Trailrace Equestrian Outfitters,Bits,Bits,100,auto,"The product is a 'Loose Ring Gag' which is a type of bit used in equestrian activities. The title, tags, and collections all indicate that this is a bit, specifically a leather bit, which fits under the 'Bits' category. The canonical collection hint 'horse/bits' further supports this classification.",,Horse > Bits,/horse/bits,/horse/bits/trust-loose-ring-gag-leather,/horse/bits/trust-loose-ring-gag-leather,no,,,13-5cm; australia only; bit; EOFY22; equestrian,horse-bits; trailrace-equestrian-outfitters; globo_basis_collection,gpt-4o,no,the-equestrian
gid://shopify/Product/6940424306769,trust-pelham-strap,Trust Pelham Strap,Trailrace Equestrian Outfitters,Bits,Bits - Bit Accessories,90,auto,"The product is a Pelham strap, which is an accessory used with Pelham bits. The tags and collections indicate a focus on bits, and the description highlights its use with Pelham bits. Therefore, 'Bits - Bit Accessories' is the most specific type.",Bits; Bridle Accessories,Horse > Bits > Bits - Bit Accessories,/horse/bits/accessories,/horse/bits/trust-pelham-strap,/horse/bits/accessories/trust-pelham-strap,yes,/horse/bits/trust-pelham-strap,/horse/bits/accessories/trust-pelham-strap,australia only; black; brown; EOFY22; equestrian,horse-bits; trailrace-equestrian-outfitters; globo_basis_collection,gpt-4o,no,
gid://shopify/Product/6940424405073,trust-rubber-bit-ring-pair,Trust Rubber Bit Ring - pair,Trailrace Equestrian Outfitters,Bits,Bits - Bit Accessories,90,auto,"The product is a rubber bit ring, which is an accessory used with bits. The canonical collection hint 'horse/bits' and the description support this classification as a bit accessory.",Bits; HORSE: Bits,Horse > Bits > Bits - Bit Accessories,/horse/bits/accessories,/horse/bits/trust-rubber-bit-ring-pair,/horse/bits/accessories/trust-rubber-bit-ring-pair,yes,/horse/bits/trust-rubber-bit-ring-pair,/horse/bits/accessories/trust-rubber-bit-ring-pair,australia only; bit; EOFY22; equestrian; pair,trailrace-equestrian-outfitters; globo_basis_collection,gpt-4o,no,
gid://shopify/Product/6940424470609,trust-tongue-grid,Trust Tongue Grid,Trailrace Equestrian Outfitters,Bits,Bits,95,auto,"The product is titled 'Trust Tongue Grid' and is associated with the 'horse/bits' collection, indicating it is a type of bit used in equestrian activities. The vendor 'Trailrace Equestrian Outfitters' and tags like 'equestrian' further support this classification.",Bits - Bit Accessories,Horse > Bits,/horse/bits,/horse/bits/trust-tongue-grid,/horse/bits/trust-tongue-grid,no,,,australia only; EOFY22; equestrian; tongue grid; trailrace,trailrace-equestrian-outfitters; globo_basis_collection,gpt-4o,no,
gid://shopify/Product/6940424503377,trust-tp-hackamore,Trust TP Hackamore,Trailrace Equestrian Outfitters,Bits,Bits,90,auto,"The product is titled 'Trust TP Hackamore' and is associated with the canonical collection hint 'horse/bits'. Hackamores are a type of bitless bridle, but given the current type is 'Bits' and the collection hint, 'Bits' is the most appropriate classification.",Bitless Bridle; Bridle,Horse > Bits,/horse/bits,/horse/bits/trust-tp-hackamore,/horse/bits/trust-tp-hackamore,no,,,australia only; EOFY22; trailrace; Trust,trailrace-equestrian-outfitters; globo_basis_collection,gpt-4o,no,
gid://shopify/Product/6941849485393,ca-stable-bandages,Stable Bandages by CA,Trailrace Equestrian Outfitters,Horse Boots,Bandages,95,auto,"The product is specifically described as 'Stable Bandages' in the title and description, and it is part of the 'horse-bandages' collection. The tags also include 'bandage' and 'leg wraps', which align with the type 'Bandages'.",Horse Boots,Horse > HORSE: Horse Boots > Bandage Pads,/horse/boots/bandages,/horse/boots/ca-stable-bandages,/horse/boots/bandages/ca-stable-bandages,yes,/horse/boots/ca-stable-bandages,/horse/boots/bandages/ca-stable-bandages,ahlman; australia only; bandage; christian ahlmann; dressage,horse-bandages; trailrace-equestrian-outfitters; on-sale,gpt-4o,no,
gid://shopify/Product/6941849518161,aubenhausen-bandage-pads,Aubenhausen Protective Pads,Trailrace Equestrian Outfitters,Horse Boots,Bandage Pads,95,auto,"The product is specifically described as 'Aubenhausen Bandage Pads' in the title and description, and it is tagged with 'Bandage Pads'. The description emphasizes their use as bandage pads for leg protection, aligning with the 'Bandage Pads' type.",Bandages; Horse Boots & Bandages,Horse > HORSE: Horse Boots > Bandage Pads,/horse/boots/bandages,/horse/boots/aubenhausen-bandage-pads,/horse/boots/bandages/aubenhausen-bandage-pads,yes,/horse/boots/aubenhausen-bandage-pads,/horse/boots/bandages/aubenhausen-bandage-pads,aubenhausen; australia only; bandage; Bandage Pads; Bandages,horse-bandages; trailrace-equestrian-outfitters; on-sale,gpt-4o,no,
gid://shopify/Product/6941849550929,bandage-pads-set-of-2,Bandage Pads - Set of 2,Trailrace Equestrian Outfitters,Horse Boots,Bandage Pads,95,auto,"The product is explicitly titled 'Bandage Pads' and is listed under the 'horse-bandages' collection. The description and tags also confirm it as bandage pads, which are used in conjunction with bandages for horses.",Horse Boots; Bandages,Horse > HORSE: Horse Boots > Bandage Pads,/horse/boots/bandages,/horse/boots/bandage-pads-set-of-2,/horse/boots/bandages/bandage-pads-set-of-2,yes,/horse/boots/bandage-pads-set-of-2,/horse/boots/bandages/bandage-pads-set-of-2,25cm x 35cm; 35cm x 45cn; australia only; Bandage Pads; black/white,horse-bandages; trailrace-equestrian-outfitters; globo_basis_collection,gpt-4o,no,
gid://shopify/Product/6941849583697,ca-come-best-bandage-pad,CA Come Best Bandage Pad,Trailrace Equestrian Outfitters,Horse Boots,Bandage Pads,95,auto,"The product title and tags explicitly mention 'Bandage Pads', and the description supports this by detailing the use of the product as a pad for bandages. The current type 'Horse Boots' is incorrect as the product is not a boot but a pad used in conjunction with bandages.",Horse Boots & Bandages; Horse Boots & Leg Wraps,Horse > HORSE: Horse Boots > Bandage Pads,/horse/boots/bandages,/horse/boots/ca-come-best-bandage-pad,/horse/boots/bandages/ca-come-best-bandage-pad,yes,/horse/boots/ca-come-best-bandage-pad,/horse/boots/bandages/ca-come-best-bandage-pad,ahlman; australia only; bandage; Bandage Pads; christian ahlmann,horse-bandages; trailrace-equestrian-outfitters; on-sale,gpt-4o,no,
gid://shopify/Product/6941849616465,aubenhausen-classics-polo-bandages,Aubenhausen Polo Bandages in Classic Design,Trailrace Equestrian Outfitters,Horse Boots,Bandages,95,auto,"The product is described as 'Aubenhausen Classics Fleece bandages' and is listed under the 'horse-bandages' collection. The description emphasizes their use for providing comfort and support to the horse's legs, which aligns with the function of bandages.",Horse Boots; Horse Boots & Bandages,Horse > HORSE: Horse Boots > Bandage Pads,/horse/boots/bandages,/horse/boots/aubenhausen-classics-polo-bandages,/horse/boots/bandages/aubenhausen-classics-polo-bandages,yes,/horse/boots/aubenhausen-classics-polo-bandages,/horse/boots/bandages/aubenhausen-classics-polo-bandages,aubenhausen; australia only; burgundy; chocolate; colours,horse-bandages; trailrace-equestrian-outfitters; on-sale,gpt-4o,no,
gid://shopify/Product/6941849649233,cavalleria-toscana-ct-fleece-bandages,Cavalleria Toscana CT Fleece Bandages,Trailrace Equestrian Outfitters,Horse Boots,Bandages,95,auto,"The product title 'Cavalleria Toscana CT Fleece Bandages' and tags clearly indicate that this is a type of bandage. The description also mentions 'Technical polar fleece bandages,' confirming the product's nature. The vendor and collections support this classification, especially with the 'horse-bandages' collection.",Horse Boots; Horse Boots & Bandages,Horse > HORSE: Horse Boots > Bandage Pads,/horse/boots/bandages,/horse/boots/cavalleria-toscana-ct-fleece-bandages,/horse/boots/bandages/cavalleria-toscana-ct-fleece-bandages,yes,/horse/boots/cavalleria-toscana-ct-fleece-bandages,/horse/boots/bandages/cavalleria-toscana-ct-fleece-bandages,0001-white; australia only; Bandages; Cavalleria Toscana; CT25,horse-boots; horse-bandages; trailrace-equestrian-outfitters,gpt-4o,no,cavalleria-toscana
gid://shopify/Product/6941849682001,cavalleria-toscana-ct-team-fleece-bandages,CT Team Fleece Bandages by Cavalleria Toscana,Trailrace Equestrian Outfitters,Horse Boots,Bandages,95,auto,"The product is clearly described as 'CT Team Fleece Bandages' in the title and description, indicating they are bandages for horses. The tags and collections also support this classification, specifically mentioning 'Bandages' and 'horse-bandages'.",Horse Boots; Horse Boots & Bandages,Horse > HORSE: Horse Boots > Bandage Pads,/horse/boots/bandages,/horse/boots/cavalleria-toscana-ct-team-fleece-bandages,/horse/boots/bandages/cavalleria-toscana-ct-team-fleece-bandages,yes,/horse/boots/cavalleria-toscana-ct-team-fleece-bandages,/horse/boots/bandages/cavalleria-toscana-ct-team-fleece-bandages,7979-navy; 995c-black/petrol; Accessories; australia only; Bandages,horse-bandages; trailrace-equestrian-outfitters; cavalleria-toscana,gpt-4o,no,cavalleria-toscana
gid://shopify/Product/6941849714769,kentucky-horsewear-polar-fleece-and-elastic-bandages-set-2,Pair of Kentucky Horsewear Polar Fleece and Elastic Bandages (Set of 2),Trailrace Equestrian Outfitters,Horse Boots,Bandages,95,auto,"The product is described as 'Polar Fleece and Elastic Bandages' and is listed under the 'horse-bandages' collection. The tags also include 'Bandages', indicating the primary function is as bandages rather than boots.",Horse Boots; Horse Boots & Bandages,Horse > HORSE: Horse Boots > Bandage Pads,/horse/boots/bandages,/horse/boots/kentucky-horsewear-polar-fleece-and-elastic-bandages-set-2,/horse/boots/bandages/kentucky-horsewear-polar-fleece-and-elastic-bandages-set-2,yes,/horse/boots/kentucky-horsewear-polar-fleece-and-elastic-bandages-set-2,/horse/boots/bandages/kentucky-horsewear-polar-fleece-and-elastic-bandages-set-2,australia only; Bandages; EOFY22; horse boots; kentucky,horse-boots; horse-bandages; trailrace-equestrian-outfitters,gpt-4o,no,kentucky
gid://shopify/Product/6941849747537,cavalleria-toscana-jersey-stripe-bandages,Cavalleria Toscana Stripe Bandages in Jersey Fabric,Trailrace Equestrian Outfitters,Horse Boots,Bandages,95,auto,"The product title and tags explicitly mention 'Bandages', and the description confirms they are 'Technical polar fleece bandages'. The collections and vendor also support this classification. The canonical collection hint 'horse/boots' is misleading in this context.",Horse Boots; Horse Boots & Bandages,Horse > HORSE: Horse Boots > Bandage Pads,/horse/boots/bandages,/horse/boots/cavalleria-toscana-jersey-stripe-bandages,/horse/boots/bandages/cavalleria-toscana-jersey-stripe-bandages,yes,/horse/boots/cavalleria-toscana-jersey-stripe-bandages,/horse/boots/bandages/cavalleria-toscana-jersey-stripe-bandages,7948-navy/chocolate; 7999-navy/black; 9999-black; australia only; Bandages,horse-bandages; horse-riding-apparel; trailrace-equestrian-outfitters,gpt-4o,no,cavalleria-toscana
gid://shopify/Product/6941849780305,kentucky-horsewear-polar-fleece-bandages,Kentucky Horsewear's Polar Fleece Bandages,Trailrace Equestrian Outfitters,Horse Boots,Bandages,95,auto,"The product is clearly described as 'Polar Fleece Bandages' in the title and description, and it is tagged with 'Bandages'. The description emphasizes their use in supporting tendons, which aligns with the function of bandages rather than boots. The canonical collection hint 'horse/boots' seems incorrect based on the product details.",Horse Boots & Bandages; Horse Boots,Horse > HORSE: Horse Boots > Bandage Pads,/horse/boots/bandages,/horse/boots/kentucky-horsewear-polar-fleece-bandages,/horse/boots/bandages/kentucky-horsewear-polar-fleece-bandages,yes,/horse/boots/kentucky-horsewear-polar-fleece-bandages,/horse/boots/bandages/kentucky-horsewear-polar-fleece-bandages,australia only; Bandages; EOFY22; grey; kentucky,horse-boots; horse-bandages; trailrace-equestrian-outfitters,gpt-4o,no,kentucky
gid://shopify/Product/6941849813073,kentucky-horsewear-polar-fleece-bandages-glitter,Kentucky Horsewear Polar Fleece Bandages with Glitter,Trailrace Equestrian Outfitters,Horse Boots,Bandages,95,auto,"The product is clearly described as 'Polar Fleece Bandages' in the title and description. It is designed to support tendons during work, which aligns with the function of bandages. The tags and collections also support this classification, particularly the 'horse-bandages' collection.",Horse Boots; Horse Boots & Bandages,Horse > HORSE: Horse Boots > Bandage Pads,/horse/boots/bandages,/horse/boots/kentucky-horsewear-polar-fleece-bandages-glitter,/horse/boots/bandages/kentucky-horsewear-polar-fleece-bandages-glitter,yes,/horse/boots/kentucky-horsewear-polar-fleece-bandages-glitter,/horse/boots/bandages/kentucky-horsewear-polar-fleece-bandages-glitter,australia only; Bandages; EOFY22; glitter; kentucky,horse-boots; horse-bandages; trailrace-equestrian-outfitters,gpt-4o,no,kentucky
gid://shopify/Product/6941849845841,kentucky-horsewear-polar-fleece-bandages-set-4,Bundle of 4 Kentucky Horsewear Polar Fleece Bandages,Trailrace Equestrian Outfitters,Horse Boots,Bandages,95,auto,The product is clearly described as 'Kentucky Horsewear Polar Fleece Bandages' in the title and tags. The collection 'horse-bandages' and the vendor 'Trailrace Equestrian Outfitters' further support this classification. The current type 'Horse Boots' is incorrect based on the provided information.,Horse Boots; Horse Boots & Bandages,Horse > HORSE: Horse Boots > Bandage Pads,/horse/boots/bandages,/horse/boots/kentucky-horsewear-polar-fleece-bandages-set-4,/horse/boots/bandages/kentucky-horsewear-polar-fleece-bandages-set-4,yes,/horse/boots/kentucky-horsewear-polar-fleece-bandages-set-4,/horse/boots/bandages/kentucky-horsewear-polar-fleece-bandages-set-4,australia only; Bandages; black; EOFY22; horse boots,horse-bandages; trailrace-equestrian-outfitters; kentucky,gpt-4o,no,kentucky
gid://shopify/Product/6941849878609,kentucky-horsewear-polar-fleece-bandages-velvet,Polar Fleece Velvet Bandages by Kentucky Horsewear,Trailrace Equestrian Outfitters,Horse Boots,Bandages,95,auto,The product is described as 'Polar Fleece Velvet Bandages' and is listed under collections like 'horse-bandages'. The description emphasizes their use as bandages with features like Velcro fastening and tendon support. The current type 'Horse Boots' is incorrect as the product is clearly bandages.,Horse Boots & Bandages; Horse Boots,Horse > HORSE: Horse Boots > Bandage Pads,/horse/boots/bandages,/horse/boots/kentucky-horsewear-polar-fleece-bandages-velvet,/horse/boots/bandages/kentucky-horsewear-polar-fleece-bandages-velvet,yes,/horse/boots/kentucky-horsewear-polar-fleece-bandages-velvet,/horse/boots/bandages/kentucky-horsewear-polar-fleece-bandages-velvet,australia only; Bandages; emerald; EOFY22; kentucky,horse-bandages; trailrace-equestrian-outfitters; kentucky,gpt-4o,no,kentucky
gid://shopify/Product/6941849911377,kentucky-horsewear-polo-bandages-set-4,4-Pack of Kentucky Horsewear Polo Bandages,Trailrace Equestrian Outfitters,Horse Boots,Bandages,95,auto,"The product is explicitly described as 'Polo Bandages' in the title, tags, and description. The vendor and collections also support this classification. The current type 'Horse Boots' is incorrect as the product is clearly a type of bandage.",Horse Boots & Bandages; Horse Boots,Horse > HORSE: Horse Boots > Bandage Pads,/horse/boots/bandages,/horse/boots/kentucky-horsewear-polo-bandages-set-4,/horse/boots/bandages/kentucky-horsewear-polo-bandages-set-4,yes,/horse/boots/kentucky-horsewear-polo-bandages-set-4,/horse/boots/bandages/kentucky-horsewear-polo-bandages-set-4,australia only; Bandages; black; EOFY22; horse boots,horse-bandages; trailrace-equestrian-outfitters; kentucky,gpt-4o,no,kentucky
gid://shopify/Product/6941849944145,kentucky-horsewear-polar-fleece-bandages-basic-velvet,Kentucky Horsewear's Velvet Basic Polar Fleece Bandages,Trailrace Equestrian Outfitters,Horse Boots,Bandages,95,auto,"The product is clearly described as 'Polar Fleece Bandages' in the title and description, and it is listed under the 'horse-bandages' collection. The tags also include 'Bandages'. The current type 'Horse Boots' is incorrect as the product is not a boot.",Horse Boots & Bandages; Horse Boots & Leg Wraps,Horse > HORSE: Horse Boots > Bandage Pads,/horse/boots/bandages,/horse/boots/kentucky-horsewear-polar-fleece-bandages-basic-velvet,/horse/boots/bandages/kentucky-horsewear-polar-fleece-bandages-basic-velvet,yes,/horse/boots/kentucky-horsewear-polar-fleece-bandages-basic-velvet,/horse/boots/bandages/kentucky-horsewear-polar-fleece-bandages-basic-velvet,42115; australia only; Bandages; EOFY22; grey,horse-bandages; trailrace-equestrian-outfitters; kentucky,gpt-4o,no,kentucky
gid://shopify/Product/6941849976913,kentucky-horsewear-polar-fleece-bandages-pearls,Pearl Kentucky Horsewear Polar Fleece Bandages,Trailrace Equestrian Outfitters,Horse Boots,Bandages,95,auto,"The product is described as 'Polar Fleece Bandages' and is intended for providing support to the horse's tendons during exercise. The tags and description emphasize 'Bandages', making it the most specific type. The current type 'Horse Boots' is incorrect as the product is clearly a bandage.",Horse Boots & Bandages; Horse Boots,Horse > HORSE: Horse Boots > Bandage Pads,/horse/boots/bandages,/horse/boots/kentucky-horsewear-polar-fleece-bandages-pearls,/horse/boots/bandages/kentucky-horsewear-polar-fleece-bandages-pearls,yes,/horse/boots/kentucky-horsewear-polar-fleece-bandages-pearls,/horse/boots/bandages/kentucky-horsewear-polar-fleece-bandages-pearls,australia only; Bandages; brown; EOFY22; grey,horse-boots; horse-bandages; trailrace-equestrian-outfitters,gpt-4o,no,kentucky
gid://shopify/Product/6941850009681,kentucky-horsewear-recuptex-texishield-bandage-wrap-pair,Kentucky Horsewear Recuptex Texishield Magnetic Horse Boots - Pair,Trailrace Equestrian Outfitters,Horse Boots,Magnetic Boots,90,auto,"The product is described as 'Kentucky Horsewear Recuptex Texishield Magnetic Horse Boots' and is associated with magnetic properties and horse leg support. The tags and collections also support this classification. The description emphasizes the magnetic and therapeutic aspects, aligning with 'Magnetic Boots'.",Horse Boots; Bandage Pads,Horse > HORSE: Horse Boots > Magnetic,/horse/boots/magnetic,/horse/boots/kentucky-horsewear-recuptex-texishield-bandage-wrap-pair,/horse/boots/magnetic/kentucky-horsewear-recuptex-texishield-bandage-wrap-pair,yes,/horse/boots/kentucky-horsewear-recuptex-texishield-bandage-wrap-pair,/horse/boots/magnetic/kentucky-horsewear-recuptex-texishield-bandage-wrap-pair,australia only; Bandage Pads; EOFY22; horse boots; kentucky,horse-boots; horse-bandages; trailrace-equestrian-outfitters,gpt-4o,no,kentucky
gid://shopify/Product/6941850271825,kentucky-horsewear-repellent-stable-bandages-set-4,Set of 4 Kentucky Horsewear Repellent Stable Bandages,Trailrace Equestrian Outfitters,Horse Boots,Bandages,95,auto,"The product is described as 'Repellent Stable Bandages' and is listed under collections related to bandages. The title and tags also emphasize 'Bandages', indicating that the primary function is as a bandage rather than a boot.",Horse Boots; Stable Boots,Horse > HORSE: Horse Boots > Bandage Pads,/horse/boots/bandages,/horse/boots/kentucky-horsewear-repellent-stable-bandages-set-4,/horse/boots/bandages/kentucky-horsewear-repellent-stable-bandages-set-4,yes,/horse/boots/kentucky-horsewear-repellent-stable-bandages-set-4,/horse/boots/bandages/kentucky-horsewear-repellent-stable-bandages-set-4,australia only; Bandages; black; dressage; EOFY22,horse-bandages; trailrace-equestrian-outfitters; kentucky,gpt-4o,no,kentucky
